代码,名称,买入日,卖出日,买入月份,卖出日市场环境,持仓天数,卖出时连续弱市持仓天数,累计弱市持仓天数,最大连续弱市持仓天数,买入数量,买入价,卖出价,买入耗资,卖出净额,单笔净利,盈亏率,买入分数,排序分,卖出原因,卖出后现金,信号日,信号日市场环境,信号日市场MA20宽度,信号日市场MA60宽度,信号日市场MA60上行宽度,信号日指数站上MA20,信号日指数MA20上行,信号日指数站上MA60,信号日收盘,信号日RSI14,信号日量比,信号日20日均成交额,信号日距MA20,信号日距MA60,信号日站上MA20,信号日站上MA60,信号日MA20上行,信号日MA60上行,信号日突破20日新高,信号日前5日阳线数,买入日市场环境,买入日市场MA20宽度,买入日市场MA60宽度,买入日开盘跳空,买入日开盘距MA20
600033,福建高速,2025-01-06,2025-01-20,2025-01,弱,10,10,10,10,1400,3.758,3.742,5265.5,5231.88,-33.62,-0.003992015968063787,78,78,沉没止损,131671.84,2025-01-03,弱,0.08333333333333333,0.18229166666666666,0.6006944444444444,False,False,False,3.75,66.6666653703704,2.0604121707800394,138130157.79650003,0.037918627179629016,0.0948905109489051,True,True,True,True,True,2,弱,0.078125,0.1579861111111111,0.0,0.033627342888643774
600595,中孚实业,2025-01-20,2025-02-12,2025-01,强,11,0,10,10,1700,3.056,3.573,5200.37,6065.79,865.42,0.16908478125715795,80,80,亢奋止盈,120889.02,2025-01-17,弱,0.3771626297577855,0.2370242214532872,0.5051903114186851,False,False,False,3.04,59.090908150826465,2.0634226464333953,162010032.477,0.07363588204132077,0.029926595143986434,True,True,False,True,True,4,弱,0.5121107266435986,0.28546712802768165,0.0032894736842103978,0.07583774250440922
000878,云南铜业,2025-02-12,2025-02-24,2025-02,强,8,0,0,0,1100,12.685,12.255,13958.85,13469.24,-489.61,-0.033887990212308455,82,82,破位防守,34138.29,2025-02-11,中,0.856401384083045,0.43944636678200694,0.38408304498269896,True,True,False,12.78,65.2439018820643,1.8255875004820505,369696520.225,0.0460833265122369,0.03787120002165589,True,True,True,False,True,3,强,0.8598615916955017,0.47923875432525953,-0.009389671361502261,0.03372254429656252
600362,江西铜业,2025-02-12,2025-02-24,2025-02,强,8,0,0,0,700,20.872,19.79,14615.16,13841.31,-773.85,-0.05180804976700472,82,82,破位防守,47979.6,2025-02-11,中,0.856401384083045,0.43944636678200694,0.38408304498269896,True,True,False,20.81,64.78873207498512,1.9422484034420162,374221349.186,0.04185441073395424,0.03401157735211546,True,True,True,False,True,3,强,0.8598615916955017,0.47923875432525953,0.0009610764055743015,0.041057550541020005
002335,科华数据,2025-02-12,2025-02-24,2025-02,强,8,0,0,0,600,24.208,32.684,14529.99,19595.89,5065.9,0.35013499491084055,80,80,亢奋止盈,67575.5,2025-02-11,中,0.856401384083045,0.43944636678200694,0.38408304498269896,True,True,False,23.67,66.27335290778495,1.6299375500024382,791750750.767,0.13904862731888068,0.28167641325536064,True,True,True,True,True,4,强,0.8598615916955017,0.47923875432525953,0.020701309674693746,0.15036663174935727
002879,长缆科技,2025-02-11,2025-02-25,2025-02,中,10,0,0,0,700,16.633,16.776,11648.24,11732.59,84.35,0.008608085034749621,80,80,沉没止损,36219.11,2025-02-10,弱,0.870242214532872,0.4273356401384083,0.39965397923875434,True,False,False,16.43,63.22580630884495,1.6385930108824638,132935406.80949998,0.09089701879025291,0.13001215066828675,True,True,True,True,True,3,中,0.856401384083045,0.43944636678200694,0.01034692635423018,0.09300411522633745
000719,中原传媒,2025-02-12,2025-02-26,2025-02,强,10,0,0,0,1400,10.291,9.76,14411.76,13652.78,-758.97,-0.05151333166189538,75,75,破位防守,49871.9,2025-02-11,中,0.856401384083045,0.43944636678200694,0.38408304498269896,True,True,False,10.37,74.82517409262074,1.7709190656816087,86111996.70549999,0.049542027225342844,0.020887000180484394,True,True,False,True,True,3,强,0.8598615916955017,0.47923875432525953,-0.009643201542912205,0.03721658334595768
002648,卫星化学,2025-02-12,2025-02-26,2025-02,强,10,0,0,0,700,19.99,20.17,13997.93,14106.65,108.72,0.008988539212302271,75,75,沉没止损,63978.55,2025-02-11,中,0.856401384083045,0.43944636678200694,0.38408304498269896,True,True,False,19.99,66.25766842711424,1.4685066664390494,477396616.84799993,0.06590594006611905,0.1279234885317433,True,True,True,True,True,3,强,0.8598615916955017,0.47923875432525953,-0.002001000500250094,0.05821509083675913
002858,力盛体育,2025-02-12,2025-02-28,2025-02,弱,12,0,0,0,1100,12.765,12.265,14047.03,13480.22,-566.81,-0.03917283173057349,76,76,破位防守,33218.49,2025-02-11,中,0.856401384083045,0.43944636678200694,0.38408304498269896,True,True,False,12.68,64.95535693987165,2.105102677527911,120271615.7315,0.09399939605711571,0.022017436627664644,True,True,True,True,False,3,强,0.8598615916955017,0.47923875432525953,0.004731861198738141,0.09052000855981168
001319,铭科精技,2025-02-26,2025-03-06,2025-02,强,6,4,4,4,500,28.347,28.353,14178.29,14164.5,-13.79,0.00023283232051282313,90,90,破位防守,47382.99,2025-02-25,中,0.584055459272097,0.44020797227036396,0.43500866551126516,True,True,True,28.5,62.233009624149304,1.8779623614420187,231258335.825,0.06518164150097183,0.12142177919139585,True,True,True,True,True,5,强,0.7209705372616985,0.5233968804159446,-0.00736842105263158,0.05284704131001128
002947,恒铭达,2025-02-24,2025-03-10,2025-02,强,10,0,4,4,400,35.912,36.896,14369.67,14746.04,376.37,0.027411137546335743,90,90,沉没止损,31659.24,2025-02-21,强,0.6868512110726643,0.4515570934256055,0.4463667820069204,True,True,True,35.8,56.0335780918709,2.1749381019517338,274871328.79300004,0.051842928706791414,0.07966825835637081,True,True,True,True,True,4,强,0.7024221453287197,0.4826989619377163,0.0011173184357544663,0.04595000802556526
600805,悦达投资,2025-02-26,2025-03-12,2025-02,弱,10,0,4,4,3400,4.519,4.541,15369.67,15426.34,56.67,0.004841757726232756,82,82,沉没止损,31733.94,2025-02-25,中,0.584055459272097,0.44020797227036396,0.43500866551126516,True,True,True,4.48,66.21621496347703,1.9398055947434807,35737812.9455,0.04065040650406515,0.009046886144374877,True,True,True,False,True,4,强,0.7209705372616985,0.5233968804159446,0.006696428571428381,0.04531231892455656
600218,全柴动力,2025-02-24,2025-03-13,2025-02,弱,13,1,5,4,1800,8.297,9.561,14938.81,17195.91,2257.1,0.15238604915772336,90,90,亢奋止盈,48929.85,2025-02-21,强,0.6868512110726643,0.4515570934256055,0.4463667820069204,True,True,True,8.18,64.59627273021876,1.815382633511138,76689770.3615,0.03741280913126177,0.03237205780273866,True,True,True,True,True,3,强,0.7024221453287197,0.4826989619377163,0.012224938875305513,0.04321532065011979
000766,通化金马,2025-03-06,2025-03-20,2025-03,强,10,0,2,2,900,17.164,17.585,15452.83,15813.37,360.54,0.02449858018930036,90,90,沉没止损,34357.59,2025-03-05,弱,0.5147313691507799,0.4904679376083189,0.4038128249566724,False,True,True,17.13,66.9696966855831,1.8657245888708063,297925698.146,0.08048442033556191,0.11063084869572726,True,True,True,True,True,4,强,0.6360485268630849,0.5684575389948007,0.0,0.07203204205519742
002350,北京科锐,2025-03-06,2025-03-20,2025-03,强,10,0,2,2,2200,6.824,6.926,15016.96,15224.85,207.88,0.015021352302736676,90,90,沉没止损,49582.44,2025-03-05,弱,0.5147313691507799,0.4904679376083189,0.4038128249566724,False,True,True,6.8,66.66666569444443,1.7355142185843504,117165216.10800001,0.040710131619222434,0.041241322988975204,True,True,True,True,True,3,强,0.6360485268630849,0.5684575389948007,0.0014705882352941124,0.03708215944567117
002715,登云股份,2025-03-14,2025-03-20,2025-03,强,4,0,0,0,1000,15.421,17.535,15425.78,17521.09,2095.31,0.13709293563620006,82,82,亢奋止盈,67103.53,2025-03-13,弱,0.6169844020797227,0.6499133448873483,0.37261698440207974,False,True,True,15.23,62.75167755754244,1.7957152964495335,46034162.34550001,0.05339604371282314,0.03166807790008486,True,True,True,False,True,4,强,0.7746967071057193,0.7729636048526863,0.010505581089954141,0.06137931034482769
002972,科安达,2025-03-10,2025-03-24,2025-03,弱,10,1,3,2,1400,10.962,11.058,15351.63,15468.24,116.6,0.008753972858670375,90,90,沉没止损,34334.51,2025-03-07,中,0.5459272097053726,0.5493934142114385,0.37608318890814557,True,True,True,10.91,61.25654405361697,1.9296000571261809,35683859.044999994,0.03520258089002759,0.06231742940603713,True,True,True,True,True,5,强,0.6117850953206239,0.5892547660311959,0.00274977085242889,0.03691768162646314
000070,特发信息,2025-02-12,2025-03-25,2025-02,弱,29,2,8,4,2500,5.862,5.998,14659.25,14982.45,323.2,0.023249228039647234,75,75,破位防守,49316.97,2025-02-11,中,0.856401384083045,0.43944636678200694,0.38408304498269896,True,True,False,5.85,58.65384536427515,0.9147469370961654,61514907.5515,0.04296666072383659,0.015066948147719694,True,True,True,True,True,3,强,0.8598615916955017,0.47923875432525953,0.0,0.03622354087326185
603350,安乃达,2025-02-24,2025-03-28,2025-02,弱,24,5,11,5,400,34.439,36.647,13780.5,14646.29,865.8,0.0641086172142188,82,82,转弱持仓退出,63963.26,2025-02-21,强,0.6868512110726643,0.4515570934256055,0.4463667820069204,True,True,True,34.56,61.45723327767674,1.955487519231005,82454429.6145,0.04625817389198361,0.03286478516850799,True,True,True,False,True,3,强,0.7024221453287197,0.4826989619377163,-0.0054976851851853414,0.03738134403815074
001338,永顺泰,2025-02-26,2025-03-28,2025-02,弱,22,5,11,5,1400,10.491,11.088,14692.32,15510.13,817.81,0.05689099356206388,86,86,转弱持仓退出,79473.39,2025-02-25,中,0.584055459272097,0.44020797227036396,0.43500866551126516,True,True,True,10.55,65.48223303718213,1.7040502198293552,83203375.59950002,0.033300685602350555,0.03380695737383643,True,True,True,True,False,3,强,0.7209705372616985,0.5233968804159446,-0.00758293838862556,0.023110372795231537
003003,天元股份,2025-03-14,2025-03-28,2025-03,弱,10,5,5,5,1500,9.97,9.641,14959.85,14448.79,-511.06,-0.03302139439713532,82,82,破位防守,93922.18,2025-03-13,弱,0.6169844020797227,0.6499133448873483,0.37261698440207974,False,True,True,9.95,67.88990738490025,1.9277509016899372,38301369.6545,0.026778803983282584,0.02989632032018208,True,True,True,False,True,3,强,0.7746967071057193,0.7729636048526863,0.0,0.024611265575120944
000969,安泰科技,2025-03-20,2025-03-28,2025-03,弱,6,5,5,5,1200,13.216,12.844,15864.66,15400.41,-464.25,-0.02815597009165904,90,90,转弱持仓退出,109322.59,2025-03-19,强,0.779896013864818,0.8006932409012132,0.36395147313691506,True,True,True,13.35,65.94427215999389,1.780642695570051,587331180.727,0.07539874335427732,0.14843649189212438,True,True,True,True,True,3,强,0.7313691507798961,0.779896013864818,-0.011985018726591745,0.058757424947824655
002263,大东南,2025-03-20,2025-03-28,2025-03,弱,6,5,5,5,6000,2.685,2.565,16117.16,15376.47,-740.69,-0.044872940685792694,82,82,转弱持仓退出,124699.05,2025-03-19,强,0.779896013864818,0.8006932409012132,0.36395147313691506,True,True,True,2.68,61.764704610726696,1.859240448987948,96065850.351,0.06772908366533881,0.08480064764217765,True,True,True,False,True,3,强,0.7313691507798961,0.779896013864818,0.0,0.06370311569755915
600970,中材国际,2025-03-20,2025-03-28,2025-03,弱,6,5,5,5,1800,9.028,8.772,16255.44,15777.46,-477.98,-0.028311855755747236,82,82,转弱持仓退出,140476.51,2025-03-19,强,0.779896013864818,0.8006932409012132,0.36395147313691506,True,True,True,9.02,60.740740110836754,1.5093755562101563,308764792.74050003,0.028623560269129822,0.0524473484627499,True,True,True,False,True,3,强,0.7313691507798961,0.779896013864818,-0.0011086474501108556,0.025320056899004184
601939,建设银行,2025-04-09,2025-04-24,2025-04,弱,11,11,11,11,600,8.367,8.543,5025.02,5118.17,93.15,0.02105728662435613,90,90,沉没止损,140569.66,2025-04-08,弱,0.10571923743500866,0.18370883882149047,0.4783362218370884,False,False,False,8.42,67.1874992651368,2.2710708256815684,896668280.68,0.0398271071318308,0.05024634638172265,True,True,True,True,True,4,弱,0.14038128249566725,0.21143847487001732,-0.008313539192399078,0.02933925049309649
002307,北新路桥,2025-04-24,2025-05-23,2025-04,中,18,0,8,8,1400,3.958,4.052,5546.06,5664.8,118.74,0.02374491523282542,90,90,沉没止损,43087.65,2025-04-23,弱,0.5051903114186851,0.3944636678200692,0.5069204152249135,False,False,False,3.99,56.83453180166661,1.9424537581395724,114601529.58300002,0.03960396039603964,0.013290442732582841,True,True,False,True,True,4,弱,0.5094991364421416,0.3747841105354059,-0.010025062656641603,0.028779789035030534
000997,新 大 陆,2025-05-09,2025-05-23,2025-05,中,10,0,0,0,400,28.958,29.681,11588.12,11861.27,273.15,0.024957697062622124,90,90,沉没止损,54948.92,2025-05-08,弱,0.8480138169257341,0.5595854922279793,0.5734024179620034,True,False,False,29.31,67.12158797274165,1.8519786593073515,774721201.17,0.0886400356565824,0.14749177846218098,True,True,False,True,True,4,中,0.7862068965517242,0.5086206896551724,-0.013988399863527845,0.06665682438916365
000651,格力电器,2025-05-12,2025-05-26,2025-05,中,10,0,0,0,300,43.236,43.433,12975.89,13018.37,42.48,0.004548492817378022,75,75,沉没止损,67967.3,2025-05-09,中,0.7862068965517242,0.5086206896551724,0.5655172413793104,True,True,False,42.98,65.42239667663782,0.8763847474575821,1505255912.2450001,0.03375705025675546,0.07063234066933188,True,True,True,True,True,3,强,0.8155172413793104,0.5758620689655173,0.003955328059562557,0.03554200964745968
002099,海翔药业,2025-05-12,2025-05-26,2025-05,中,10,0,0,0,3000,5.21,6.198,15636.2,18578.44,2942.24,0.18946338093044687,75,75,亢奋止盈,86545.74,2025-05-09,中,0.7862068965517242,0.5086206896551724,0.5655172413793104,True,True,False,5.17,60.34482685790726,1.3919658809194881,60099091.2375,0.040032186682759985,0.04423348818420525,True,True,True,True,True,3,强,0.8155172413793104,0.5758620689655173,0.005802707930367523,0.04114525978576422
002397,梦洁股份,2025-05-12,2025-05-26,2025-05,中,10,0,0,0,4000,3.908,3.792,15636.2,15157.02,-479.18,-0.029530682225293047,75,75,沉没止损,101702.76,2025-05-09,中,0.7862068965517242,0.5086206896551724,0.5655172413793104,True,True,False,3.87,66.1764692257786,1.217925645293417,59617013.822500005,0.050061050061050105,0.02304269286689875,True,True,False,True,True,4,强,0.8155172413793104,0.5758620689655173,0.007751937984496138,0.05305791818550021
603589,口子窖,2025-05-12,2025-05-26,2025-05,中,10,0,0,0,400,34.308,33.722,13728.39,13477.22,-251.17,-0.01708207416941827,71,71,沉没止损,115179.98,2025-05-09,中,0.7862068965517242,0.5086206896551724,0.5655172413793104,True,True,False,34.15,65.4545451213223,1.446804913362163,122997345.727,0.0241415504573399,0.008807991689273154,True,True,True,True,False,3,强,0.8155172413793104,0.5758620689655173,0.002635431918008857,0.02519574232375721
603181,皇马科技,2025-05-13,2025-05-27,2025-05,弱,10,0,0,0,1300,12.214,11.966,15883.69,15543.05,-340.65,-0.020333410291803588,90,90,沉没止损,130723.03,2025-05-12,强,0.8155172413793104,0.5758620689655173,0.5706896551724138,True,True,True,12.23,65.07936459729572,1.826378056148416,79590363.76799999,0.055356603529361115,0.06602745696230117,True,True,True,True,True,3,强,0.8134715025906736,0.5768566493955095,-0.003270645952575757,0.046172330930312366
001317,三羊马,2025-05-12,2025-06-13,2025-05,弱,23,1,9,6,300,40.491,41.816,12152.25,12533.59,381.34,0.032732851545115724,75,75,破位防守,33170.95,2025-05-09,中,0.7862068965517242,0.5086206896551724,0.5655172413793104,True,True,False,40.6,65.99353788982961,1.356431851876505,185085870.9905,0.07337836587397062,0.21707502298253334,True,True,True,True,True,3,强,0.8155172413793104,0.5758620689655173,-0.004679802955665169,0.058643228586772844
600261,阳光照明,2025-06-09,2025-06-23,2025-06,弱,10,7,8,7,5200,3.086,3.004,16053.03,15607.89,-445.15,-0.02662856105969883,82,82,沉没止损,48778.84,2025-06-06,弱,0.6124567474048442,0.6349480968858131,0.5294117647058824,False,True,True,3.07,62.79069563007041,1.6351577688317478,40611769.994,0.02589807852965742,0.029683045446922574,True,True,True,False,True,3,强,0.6897746967071057,0.6741767764298093,0.0032573289902280145,0.02547028466788759
002996,顺博合金,2025-06-09,2025-06-23,2025-06,弱,10,7,8,7,2200,7.124,6.936,15678.28,15246.79,-431.49,-0.02640569774656027,80,80,沉没止损,64025.63,2025-06-06,弱,0.6124567474048442,0.6349480968858131,0.5294117647058824,False,True,True,7.07,64.21052536952914,1.891132376768614,53957015.4775,0.04795078929815455,0.08510475021103514,True,True,True,True,True,4,强,0.6897746967071057,0.6741767764298093,0.005657708628005631,0.050454310408510006
600160,巨化股份,2025-06-09,2025-06-23,2025-06,弱,10,7,8,7,600,26.753,27.365,16057.04,16405.89,348.85,0.02286662629796601,80,80,沉没止损,80431.51,2025-06-06,弱,0.6124567474048442,0.6349480968858131,0.5294117647058824,False,True,True,26.61,64.65256770237585,2.007170292384819,432228213.4005,0.02940038684719526,0.07319302821114326,True,True,True,True,True,4,强,0.6897746967071057,0.6741767764298093,0.0033821871476888976,0.0314854162642455
600362,江西铜业,2025-06-09,2025-06-23,2025-06,弱,10,7,8,7,700,21.072,20.379,14755.44,14253.28,-502.16,-0.03288240447303197,80,80,沉没止损,94684.79,2025-06-06,弱,0.6124567474048442,0.6349480968858131,0.5294117647058824,False,True,True,21.1,58.33333307158125,1.6398331920303553,276892233.1285,0.025566248663361435,0.019627425239403307,True,True,True,True,True,3,强,0.6897746967071057,0.6741767764298093,-0.0033175355450236754,0.02072513711595403
600711,盛屯矿业,2025-06-09,2025-06-23,2025-06,弱,10,7,8,7,2800,5.691,5.669,15940.81,15859.26,-81.55,-0.003992015968063808,80,80,沉没止损,110544.05,2025-06-06,弱,0.6124567474048442,0.6349480968858131,0.5294117647058824,False,True,True,5.7,65.16853830071966,1.5081204478445582,207900530.6155,0.03758987894784771,0.029221463179752716,True,True,True,True,True,4,强,0.6897746967071057,0.6741767764298093,-0.0035087719298246833,0.033009002455214986
001231,农心科技,2025-06-09,2025-06-24,2025-06,弱,11,8,9,8,800,19.689,19.281,15756.44,15412.38,-344.06,-0.02071886760829486,90,90,破位防守,125956.43,2025-06-06,弱,0.6124567474048442,0.6349480968858131,0.5294117647058824,False,True,True,19.65,62.05787753414461,1.7907393692592066,34241461.9435,0.03595529312526358,0.09894207018688528,True,True,True,True,True,4,强,0.6897746967071057,0.6741767764298093,0.0,0.032634400126123175
002659,凯文教育,2025-06-09,2025-06-24,2025-06,弱,11,8,9,8,3200,4.95,4.81,15844.62,15380.46,-464.16,-0.028186541895965173,82,82,破位防守,141336.88,2025-06-06,弱,0.6124567474048442,0.6349480968858131,0.5294117647058824,False,True,True,4.95,61.68224218359685,2.2260609365646147,57718710.493499994,0.0352399874516367,0.06455428509982442,True,True,True,False,True,4,强,0.6897746967071057,0.6741767764298093,-0.002020202020201922,0.028523839267124762
000655,金岭矿业,2025-07-03,2025-07-10,2025-07,强,5,0,0,0,2200,7.014,8.613,15435.8,18933.55,3497.75,0.22793555745651556,80,80,亢奋止盈,37475.41,2025-07-02,强,0.7495682210708118,0.7651122625215889,0.5975820379965457,True,True,True,6.96,60.41666578559028,1.8684475308138584,43465107.0265,0.036099739486416205,0.06980914563852969,True,True,True,True,True,3,强,0.768566493955095,0.7875647668393783,0.005747126436781658,0.0396554284865589
002809,红墙股份,2025-07-03,2025-07-11,2025-07,强,6,0,0,0,1100,13.868,12.355,15259.45,13578.97,-1680.48,-0.10906222237605712,80,80,绝对止损,38035.41,2025-07-02,强,0.7495682210708118,0.7651122625215889,0.5975820379965457,True,True,True,14.23,67.23044377563929,2.4122209696252956,276772639.1905,0.12144377019465669,0.17598446345192342,True,True,True,True,True,4,强,0.768566493955095,0.7875647668393783,-0.027406886858749147,0.08736643620364548
002394,联发股份,2025-07-03,2025-07-16,2025-07,强,9,0,0,0,1900,8.036,9.87,15273.48,18739.04,3465.57,0.22824425961045489,80,80,亢奋止盈,40861.7,2025-07-02,强,0.7495682210708118,0.7651122625215889,0.5975820379965457,True,True,True,8.05,55.81395288263928,1.7814391156237561,38741789.166499995,0.03904485317844486,0.07395383999644256,True,True,False,True,True,4,强,0.768566493955095,0.7875647668393783,-0.003726708074534346,0.033838221076377906
601609,金田股份,2025-07-03,2025-07-16,2025-07,强,9,0,0,0,2200,7.034,8.194,15479.89,18011.86,2531.98,0.1648469442880623,80,80,亢奋止盈,58873.56,2025-07-02,强,0.7495682210708118,0.7651122625215889,0.5975820379965457,True,True,True,6.98,56.63716743989351,1.8190225311281127,134941839.58850002,0.0538235072091795,0.0988953320563617,True,True,True,True,True,4,强,0.768566493955095,0.7875647668393783,0.005730659025787732,0.0542123441958251
600191,华资实业,2025-07-03,2025-07-17,2025-07,强,10,0,0,0,2000,7.685,7.774,15375.68,15536.07,160.39,0.01159089903634713,90,90,沉没止损,42141.24,2025-07-02,强,0.7495682210708118,0.7651122625215889,0.5975820379965457,True,True,True,7.69,61.72839452827317,2.030389754017348,54955775.348000005,0.04554724677090416,0.03956380677721705,True,True,True,True,True,3,强,0.768566493955095,0.7875647668393783,-0.002600780234070288,0.04021156845460094
603668,天马科技,2025-07-03,2025-07-17,2025-07,强,10,0,0,0,1200,13.246,13.024,15900.73,15615.87,-284.86,-0.01679998550553963,86,86,沉没止损,57757.1,2025-07-02,强,0.7495682210708118,0.7651122625215889,0.5975820379965457,True,True,True,13.21,60.204081202623925,1.832405330966692,76901575.2845,0.024110396154740865,0.019617932720138898,True,True,False,True,False,3,强,0.768566493955095,0.7875647668393783,0.0007570022710068347,0.0237348511247919
002282,博深股份,2025-07-03,2025-07-17,2025-07,强,10,0,0,0,2100,7.415,7.525,15576.08,15789.43,213.35,0.014851378324432125,82,82,沉没止损,73546.53,2025-07-02,强,0.7495682210708118,0.7651122625215889,0.5975820379965457,True,True,True,7.41,60.215052856977714,1.6665274409103137,31714304.9,0.03419399860432648,0.04651162790697683,True,True,True,False,True,3,强,0.768566493955095,0.7875647668393783,-0.0013495276653171517,0.03013851186747396
600066,宇通客车,2025-07-03,2025-07-17,2025-07,强,10,0,0,0,600,24.148,24.032,14493.92,14406.89,-87.03,-0.004818578610414183,82,82,沉没止损,87953.43,2025-07-02,强,0.7495682210708118,0.7651122625215889,0.5975820379965457,True,True,True,23.92,63.657407201110274,1.6358325398751472,329262302.7425,0.04875482286916877,0.03306796423995495,True,True,True,False,True,3,强,0.768566493955095,0.7875647668393783,0.007525083612040184,0.050818635679870994
000691,亚太实业,2025-07-11,2025-07-21,2025-07,强,6,0,0,0,4200,3.788,4.411,15912.75,18512.61,2599.86,0.16464425646062378,80,80,亢奋止盈,41791.99,2025-07-10,强,0.8051724137931034,0.8051724137931034,0.8862068965517241,True,True,True,3.76,65.69342998561459,1.6154200849077391,39113317.441999994,0.08014938236139035,0.15090296908478718,True,True,False,True,True,4,强,0.8258620689655173,0.8327586206896552,0.005319148936170137,0.08108108108108092
000063,中兴通讯,2025-07-10,2025-07-24,2025-07,强,10,0,0,0,400,32.535,33.413,13018.98,13353.53,334.56,0.026989445808106496,90,90,沉没止损,38592.49,2025-07-09,强,0.7979274611398963,0.7996545768566494,0.8635578583765112,True,True,True,32.47,65.53672299105193,1.5984080084489891,1890592121.1710002,0.027873185710441728,0.028910037708745007,True,True,True,True,True,3,强,0.8051724137931034,0.8051724137931034,0.0,0.025989414645706477
002418,康盛股份,2025-07-16,2025-07-28,2025-07,强,8,0,0,0,4600,3.637,3.633,16736.4,16697.16,-39.24,-0.0012481923205929708,90,90,破位防守,38425.0,2025-07-15,强,0.7211703958691911,0.7848537005163512,0.8485370051635112,True,True,True,3.62,57.499997987500095,1.5530948694155218,174141821.90399998,0.02622253720765433,0.059718969555035084,True,True,True,True,True,3,强,0.7383820998278829,0.8158347676419966,0.0027624309392264568,0.026438569206842732
001339,智微智能,2025-07-16,2025-07-31,2025-07,中,11,0,0,0,400,38.817,39.531,15531.99,15799.41,267.41,0.018375742062596456,90,90,沉没止损,36950.93,2025-07-15,强,0.7211703958691911,0.7848537005163512,0.8485370051635112,True,True,True,38.28,62.402088658795144,1.89587385947252,175422239.42249998,0.04835065521915949,0.02698473026448145,True,True,True,True,True,3,强,0.7383820998278829,0.8158347676419966,0.012016718913270719,0.056824071800747555
002195,岩山科技,2025-07-17,2025-07-31,2025-07,中,10,0,0,0,3000,5.571,5.659,16718.36,16962.49,244.13,0.015713177960625622,90,90,沉没止损,53913.42,2025-07-16,强,0.7383820998278829,0.8158347676419966,0.8382099827882961,True,True,True,5.65,60.49382611492154,1.948026908610301,1103959520.9570003,0.03394638118766591,0.028363415743970943,True,True,True,True,True,4,强,0.7865748709122203,0.8278829604130808,-0.01592920353982319,0.014598540145985384
600679,上海凤凰,2025-07-17,2025-07-31,2025-07,中,10,0,0,0,1200,13.096,12.695,15720.37,15220.86,-499.51,-0.03066399717779431,90,90,沉没止损,69134.28,2025-07-16,强,0.7383820998278829,0.8158347676419966,0.8382099827882961,True,True,True,13.14,63.47305336010614,1.8075821966957508,99428143.9145,0.02961918194640334,0.01070444202294718,True,True,False,True,True,4,强,0.7865748709122203,0.8278829604130808,-0.0053272450532724225,0.02017718456074613
000795,英洛华,2025-07-21,2025-08-05,2025-07,强,11,0,1,1,1500,11.032,10.719,16553.03,16064.74,-488.29,-0.02841727988165354,90,90,沉没止损,85199.02,2025-07-18,强,0.7882960413080895,0.8416523235800344,0.8330464716006885,True,True,True,10.95,58.999999587000005,1.6199873096729838,526856365.29700005,0.04360257326661898,0.05530301813450689,True,True,True,True,True,3,强,0.8505154639175257,0.8883161512027491,0.005479452054794498,0.04459203036053139
000901,航天科技,2025-07-17,2025-08-06,2025-07,强,14,0,1,1,1300,12.395,14.88,16118.16,19329.56,3211.4,0.20052377056719228,86,86,亢奋止盈,39175.18,2025-07-16,强,0.7383820998278829,0.8158347676419966,0.8382099827882961,True,True,True,12.41,57.38396590574872,1.8454445329028524,305151269.978,0.03248887224926156,0.08393746178705541,True,True,True,True,False,3,强,0.7865748709122203,0.8278829604130808,-0.0032232070910557242,0.021722970182538992
001367,海森药业,2025-07-28,2025-08-11,2025-07,强,10,0,1,1,700,24.669,24.631,17273.47,17227.83,-45.64,-0.0015647016284248078,90,90,沉没止损,39877.03,2025-07-25,强,0.8123924268502581,0.8846815834767642,0.8657487091222031,True,True,True,24.6,63.83495123939581,2.3141440175760857,98118639.348,0.05706428325885193,0.10865744287710122,True,True,True,True,True,3,强,0.7896551724137931,0.8810344827586207,0.0008130081300812275,0.050834435955440016
601360,三六零,2025-07-17,2025-08-14,2025-07,中,20,0,1,1,1600,10.07,10.509,16117.16,16800.9,683.74,0.043578514612565816,90,90,破位防守,39234.12,2025-07-16,强,0.7383820998278829,0.8158347676419966,0.8382099827882961,True,True,True,10.1,56.410255735261934,1.7895929249034468,651918790.8525,0.025380710659898442,0.01662500629099628,True,True,True,True,True,4,强,0.7865748709122203,0.8278829604130808,-0.004950495049504844,0.01489522847765734
002559,亚威股份,2025-08-05,2025-08-19,2025-08,强,10,0,0,0,1700,9.9,10.1,16834.59,17156.01,321.42,0.02020250995983734,90,90,沉没止损,39270.96,2025-08-04,中,0.5429553264604811,0.8058419243986255,0.8281786941580757,True,True,True,9.87,64.56692842209685,1.7282589783628033,162000023.87,0.0211049037864679,0.046345212643779776,True,True,True,True,True,3,强,0.6391752577319587,0.8402061855670103,0.0010131712259373593,0.02066115702479343
002651,利君股份,2025-08-05,2025-08-19,2025-08,强,10,0,0,0,1300,13.307,13.134,17303.53,17060.25,-243.28,-0.01299208811293071,90,90,沉没止损,56331.21,2025-08-04,中,0.5429553264604811,0.8058419243986255,0.8281786941580757,True,True,True,12.83,67.97065991403687,1.6819802647887616,515945570.482,0.08023911762229519,0.07760792877540723,True,True,True,True,True,3,强,0.6391752577319587,0.8402061855670103,0.035074045206547,0.11092521331771787
