代码,名称,信号日,计划买入日,信号日市场环境,计划买入日市场环境,买入分数,排序分,信号日收盘,计划买入开盘,计划买入执行价,计划买入开盘跳空,若非满仓也会高开跳过,跳过原因,当时持仓数量,当时持仓上限,信号日市场MA20宽度,信号日市场MA60宽度,信号日市场MA60上行宽度,信号日指数站上MA20,信号日指数MA20上行,信号日指数站上MA60,信号日RSI14,信号日量比,信号日20日均成交额,信号日距MA20,信号日距MA60,信号日站上MA20,信号日站上MA60,信号日MA20上行,信号日MA60上行,信号日突破20日新高,信号日前5日阳线数,未来5日日期,未来5日收盘,未来5日收益率,未来10日日期,未来10日收盘,未来10日收益率,未来20日日期,未来20日收盘,未来20日收益率,未来20日最大涨幅,未来20日最大跌幅
603077,和邦生物,2024-01-03,2024-01-04,弱,弱,78,78,2.38,2.38,2.38476,0.0,False,持仓上限,1,1,0.5699300699300699,0.493006993006993,0.458041958041958,True,False,False,59.090905330578735,1.5447759350962211,107414186.6435,0.02453723633232885,0.022263583649509533,True,True,True,True,True,2,2024-01-11,2.31,-0.03134906657273684,2024-01-18,2.3,-0.03554236065683769,2024-02-01,2.27,-0.04812224290913969,-0.001996007984031989,-0.05650883107734106
001339,智微智能,2024-01-04,2024-01-05,弱,弱,80,80,30.14,31.25,31.3125,0.036828135368281334,False,持仓上限,1,1,0.548951048951049,0.486013986013986,0.4807692307692308,False,False,False,66.84434963028673,1.754201030933927,375989477.34099996,0.30668516431110726,0.46417294146223,True,True,True,True,True,3,2024-01-12,33.7,0.07624750499001998,2024-01-19,25.27,-0.19297405189620764,2024-02-02,17.89,-0.4286626746506986,0.11840319361277452,-0.45293413173652697
002999,天禾股份,2024-01-04,2024-01-05,弱,弱,80,80,7.4,7.37,7.38474,-0.004054054054054124,False,持仓上限,1,1,0.548951048951049,0.486013986013986,0.4807692307692308,False,False,False,58.73015829512053,1.9879325017705338,79623245.1895,0.04578858111927642,0.04830712565519191,True,True,True,True,True,4,2024-01-12,7.08,-0.04126617863323556,2024-01-19,6.47,-0.12386895137811216,2024-02-02,5.61,-0.24032531951023317,0.016962005432825,-0.2646999081890493
600319,亚星化学,2024-01-04,2024-01-05,弱,弱,80,80,5.87,5.87,5.88174,0.0,False,持仓上限,1,1,0.548951048951049,0.486013986013986,0.4807692307692308,False,False,False,63.47826009678639,2.3332156416252543,57352324.325,0.05594531390537871,0.10310699072914065,True,True,True,True,True,4,2024-01-12,5.89,0.0014043463328878847,2024-01-19,5.81,-0.012197070934791387,2024-02-02,3.98,-0.32332949093295515,0.08301284993896374,-0.33693090820063454
002345,潮宏基,2024-01-05,2024-01-08,弱,弱,86,86,6.01,5.97,5.98194,-0.006655574043261225,False,持仓上限,1,1,0.40734265734265734,0.4318181818181818,0.47027972027972026,False,False,False,56.71641672532862,1.7764402131963855,43152565.901,0.018212621770436144,0.05750901785976126,True,True,True,True,False,3,2024-01-15,6.53,0.09161910684493657,2024-01-22,6.02,0.006362484411411629,2024-02-05,4.88,-0.1842111422047028,0.10332099619855772,-0.2076149209119449
002032,苏 泊 尔,2024-01-05,2024-01-08,弱,弱,80,80,46.44,46.44,46.53288,0.0,False,持仓上限,1,1,0.40734265734265734,0.4318181818181818,0.47027972027972026,False,False,False,64.61187193959674,2.0168797694294187,55617564.3385,0.018677956063480883,0.06445402035390102,True,True,False,True,True,4,2024-01-15,45.15,-0.029718341095586576,2024-01-22,43.39,-0.06754105913925801,2024-02-05,44.8,-0.03723990434290769,0.01627064561660485,-0.09655280309321068
600336,澳柯玛,2024-01-05,2024-01-08,弱,弱,80,80,6.28,6.16,6.17232,-0.019108280254777066,False,持仓上限,1,1,0.40734265734265734,0.4318181818181818,0.47027972027972026,False,False,False,61.93548331155048,1.8629838595356203,174748524.767,0.060542092375242884,0.11780236732030014,True,True,True,True,True,4,2024-01-15,5.73,-0.07166187106306865,2024-01-22,5.02,-0.18669155196101306,2024-02-05,3.85,-0.3762475049900199,0.014205355522720842,-0.3762475049900199
601158,重庆水务,2024-01-05,2024-01-08,弱,弱,80,80,5.42,5.41,5.42082,-0.0018450184501844769,False,持仓上限,1,1,0.40734265734265734,0.4318181818181818,0.47027972027972026,False,False,False,57.33333226311117,1.6660922784042123,66656229.464,0.023703843611294628,0.04788296706837669,True,True,True,True,True,5,2024-01-15,5.42,-0.00015126862725567403,2024-01-22,4.94,-0.08869875775251712,2024-02-05,5.04,-0.0702513641847543,0.010917167513402104,-0.11268036939060888
601518,吉林高速,2024-01-09,2024-01-10,弱,弱,80,80,2.5,2.47,2.47494,-0.0119999999999999,False,持仓上限,1,1,0.32517482517482516,0.35664335664335667,0.4562937062937063,False,False,False,59.61538301035508,2.2926478602708884,41990894.063,0.051303616484440706,0.06564364876385342,True,True,True,True,True,3,2024-01-17,2.43,-0.018158015951901807,2024-01-24,2.24,-0.09492755379928397,2024-02-07,1.84,-0.25654763347798326,-0.001996007984031878,-0.2969526533976582
603895,天永智能,2024-01-09,2024-01-10,弱,弱,80,80,27.4,27.19,27.24438,-0.007664233576642254,False,持仓上限,1,1,0.32517482517482516,0.35664335664335667,0.4562937062937063,False,False,False,64.62938869898422,1.6928046152883998,38062098.052999996,0.07874015748031504,0.10289678120513623,True,True,True,True,True,3,2024-01-17,26.36,-0.03246100663696516,2024-01-24,25.63,-0.05925552352448471,2024-02-07,13.4,-0.5081554434345725,0.040214532318224805,-0.5129270697296102
002205,国统股份,2024-01-09,2024-01-10,弱,弱,78,78,10.85,10.8,10.8216,-0.004608294930875445,False,持仓上限,1,1,0.32517482517482516,0.35664335664335667,0.4562937062937063,False,False,False,60.5263152319945,1.5917132448179292,73240922.421,0.021994065840907906,0.023665382498624377,True,True,True,True,True,2,2024-01-17,10.29,-0.049123974273674986,2024-01-24,9.26,-0.14430398462334593,2024-02-07,6.34,-0.41413469357581134,0.06638574702446953,-0.42152731573889257
002611,东方精工,2024-01-09,2024-01-10,弱,弱,78,78,5.13,5.65,5.661300000000001,0.10136452241715399,True,持仓上限,1,1,0.32517482517482516,0.35664335664335667,0.4562937062937063,False,False,False,63.88888826774689,1.6506262421138236,140289499.80699998,0.07288507790442345,0.08429915101983321,True,True,True,True,True,1,2024-01-17,5.01,-0.1150442477876108,2024-01-24,4.78,-0.15567095896702177,2024-02-07,3.86,-0.3181778036846662,-0.0638192641266142,-0.38176743857417916
600558,大西洋,2024-01-09,2024-01-10,弱,弱,78,78,3.93,3.93,3.93786,0.0,False,持仓上限,1,1,0.32517482517482516,0.35664335664335667,0.4562937062937063,False,False,False,55.78947286204989,1.6773014055982847,59046934.989,0.021973735535041117,0.05173951828724355,True,True,True,True,False,1,2024-01-17,3.79,-0.037548313043125,2024-01-24,3.5,-0.11119237352267475,2024-02-07,2.89,-0.2660988455658657,0.04879299924324365,-0.3118089520704139
600558,大西洋,2024-01-10,2024-01-11,弱,弱,78,78,3.92,3.88,3.88776,-0.010204081632653073,False,持仓上限,1,1,0.28496503496503495,0.32867132867132864,0.43356643356643354,False,False,False,56.382977883657794,1.6070593379659108,61488071.202999994,0.018181818181818077,0.04672897196261672,True,True,True,True,False,1,2024-01-18,3.78,-0.027717760355577603,2024-01-25,3.63,-0.06630038891289591,2024-02-08,3.09,-0.20519785171924199,0.04430314628474985,-0.30294051073111516
603101,汇嘉时代,2024-01-11,2024-01-12,弱,弱,86,86,6.65,6.67,6.68334,0.003007518796992459,False,持仓上限,1,1,0.41083916083916083,0.38286713286713286,0.4318181818181818,False,False,False,66.94214798579335,2.4253831203781475,34951746.654,0.060267857142857206,0.026287360460929277,True,True,True,True,False,3,2024-01-19,6.77,0.012966570606911976,2024-01-26,6.58,-0.015462328715881601,2024-02-19,4.98,-0.25486358617098637,0.14314100434812516,-0.40299311422133244
000550,江铃汽车,2024-01-11,2024-01-12,弱,弱,80,80,18.26,18.25,18.2865,-0.0005476451259585069,False,持仓上限,1,1,0.41083916083916083,0.38286713286713286,0.4318181818181818,False,False,False,62.385320833824366,2.0535747419845833,130057307.097,0.04465230698818634,0.05495267349041444,True,True,False,True,True,3,2024-01-19,18.91,0.034096191179285196,2024-01-26,19.77,0.08112542039209258,2024-02-19,21.02,0.14948185820140547,0.22494736554288663,-0.033713395127553
600558,大西洋,2024-01-11,2024-01-12,弱,弱,78,78,4.02,4.01,4.01802,-0.0024875621890546595,False,持仓上限,1,1,0.41083916083916083,0.38286713286713286,0.4318181818181818,False,False,False,58.163264475218675,1.9562306576328252,66386731.785000004,0.04199066874027957,0.07038253306115183,True,True,True,True,True,2,2024-01-19,3.65,-0.09159237634456774,2024-01-26,3.67,-0.08661480032453794,2024-02-19,3.26,-0.18865510873514824,0.010447932066042442,-0.32553844928596676
002867,周大生,2024-01-12,2024-01-15,弱,弱,82,82,13.41,13.41,13.43682,0.0,False,持仓上限,1,1,0.4028021015761821,0.3712784588441331,0.4553415061295972,False,False,False,65.13409926747994,2.0108765580829115,66123097.28300001,0.05250765246056033,0.06160362048264312,True,True,True,False,True,3,2024-01-22,13.44,0.0002366631390462448,2024-01-29,13.86,0.031494058862141294,2024-02-20,15.03,0.11856823266219219,0.189269484893003,-0.06302235201483697
002270,华明装备,2024-01-12,2024-01-15,弱,弱,80,80,14.04,13.93,13.95786,-0.007834757834757844,False,持仓上限,1,1,0.4028021015761821,0.3712784588441331,0.4553415061295972,False,False,False,67.58620657027348,1.8055436477851705,109354530.767,0.0717966334592921,0.14304323048115286,True,True,True,True,True,3,2024-01-22,13.42,-0.0385345604555426,2024-01-29,12.79,-0.08367041939093822,2024-02-20,14.92,0.06893177034301812,0.11478407148373759,-0.12522406729971491
002205,国统股份,2024-01-12,2024-01-15,弱,弱,78,78,10.94,10.89,10.91178,-0.00457038391224851,False,持仓上限,1,1,0.4028021015761821,0.3712784588441331,0.4553415061295972,False,False,False,60.56337988362097,1.9714331845497994,90780392.128,0.02559295022030561,0.029501717404601724,True,True,True,True,False,2,2024-01-22,8.8,-0.19353212766386418,2024-01-29,9.71,-0.11013601813819551,2024-02-20,7.53,-0.30992010469419284,-0.02948923090458211,-0.4263080817245216
002659,凯文教育,2024-01-12,2024-01-15,弱,弱,78,78,4.62,4.65,4.6593,0.006493506493506551,False,持仓上限,1,1,0.4028021015761821,0.3712784588441331,0.4553415061295972,False,False,False,57.1428566857143,2.012930313460122,106103762.6585,0.01750908490254388,0.01979250974909874,True,True,False,True,False,2,2024-01-22,4.07,-0.12647822634301287,2024-01-29,4.13,-0.11360075547829074,2024-02-20,3.43,-0.263837915566716,0.002296482304208869,-0.41407507565514134
603137,恒尚节能,2024-01-15,2024-01-16,弱,弱,90,90,14.06,14.06,14.08812,0.0,False,持仓上限,1,1,0.4115586690017513,0.36952714535901926,0.4868651488616462,False,False,False,66.90140812090854,1.6513203384283393,41001563.452,0.04465413477970137,0.055965151647911604,True,True,True,True,True,3,2024-01-23,11.94,-0.15247740649568575,2024-01-30,13.31,-0.05523235179711694,2024-02-21,10.91,-0.22558865199898925,0.0051021711910461676,-0.33561042921269835
603206,嘉环科技,2024-01-15,2024-01-16,弱,弱,90,90,18.72,18.67,18.707340000000002,-0.0026709401709400504,False,持仓上限,1,1,0.4115586690017513,0.36952714535901926,0.4868651488616462,False,False,False,61.83800609568035,1.6876220895879401,118424786.6295,0.06032285471537824,0.03792415169660668,True,True,False,True,True,3,2024-01-23,16.61,-0.11211321331627067,2024-01-30,14.85,-0.20619393243507644,2024-02-21,13.75,-0.26499438188433,0.06696088273372913,-0.43177383850403106
002121,科陆电子,2024-01-15,2024-01-16,弱,弱,86,86,5.67,5.63,5.64126,-0.007054673721340388,False,持仓上限,1,1,0.4115586690017513,0.36952714535901926,0.4868651488616462,False,False,False,58.53658486615112,2.1016383451792633,133058873.36050005,0.04699473732803994,0.02565648647833818,True,True,True,True,False,4,2024-01-23,4.75,-0.15798952716237147,2024-01-30,4.35,-0.228895672243435,2024-02-21,4.07,-0.2785299738001793,0.005094606524074452,-0.44693206836770505
001328,登康口腔,2024-01-15,2024-01-16,弱,弱,82,82,27.27,27.18,27.23436,-0.0033003300330033403,False,持仓上限,1,1,0.4115586690017513,0.36952714535901926,0.4868651488616462,False,False,False,63.32794816048605,2.272317812903999,48306695.011,0.04536829394514408,0.0150501879722571,True,True,False,False,True,5,2024-01-23,22.1,-0.1885250837544924,2024-01-30,21.84,-0.19807184747502782,2024-02-21,20.58,-0.2443369331976224,-0.0188864361049792,-0.39928825204631213
601766,中国中车,2024-01-15,2024-01-16,弱,弱,82,82,4.89,4.86,4.86972,-0.006134969325153228,False,持仓上限,1,1,0.4115586690017513,0.36952714535901926,0.4868651488616462,False,False,False,66.66666427350444,1.7089200181514348,238690739.6545,0.02817493692178319,0.017725207256581665,True,True,True,False,True,3,2024-01-23,4.72,-0.030745094173792342,2024-01-30,5.23,0.07398371980319207,2024-02-21,5.53,0.13558890449553562,0.14585643527759307,-0.041012624955849675
600319,亚星化学,2024-01-15,2024-01-16,弱,弱,80,80,6.09,5.97,5.98194,-0.019704433497536922,False,持仓上限,1,1,0.4115586690017513,0.36952714535901926,0.4868651488616462,False,False,False,66.5048539169573,2.357877747753239,100450856.998,0.06973476198840678,0.12082451458544208,True,True,True,True,True,4,2024-01-23,4.83,-0.19256963460014642,2024-01-30,4.6,-0.23101869961918708,2024-02-21,3.69,-0.38314326121626097,0.06487193117951717,-0.5185508380224475
002945,华林证券,2024-01-16,2024-01-17,弱,弱,80,80,15.57,15.4,15.4308,-0.010918432883750828,False,持仓上限,1,1,0.3712784588441331,0.3239929947460595,0.5271453590192644,False,False,False,67.80487781725162,1.7153409456751405,594778129.2110001,0.07575914602549516,0.11087328767123283,True,True,True,True,True,4,2024-01-24,15.39,-0.0026440625243019378,2024-01-31,11.41,-0.26056976955180544,2024-02-22,12.16,-0.21196567903154728,0.03299893719055391,-0.34352075070637933
002966,苏州银行,2024-01-16,2024-01-17,弱,弱,80,80,6.01,5.97,5.98194,-0.006655574043261225,False,持仓上限,1,1,0.3712784588441331,0.3239929947460595,0.5271453590192644,False,False,False,65.04064966620402,1.9976508757723663,188980439.0895,0.0668323422383954,0.08738918038719001,True,True,True,True,True,3,2024-01-24,6.05,0.011377579848677932,2024-01-31,6.11,0.021407770723210318,2024-02-22,6.34,0.05985683574225087,0.11669458403126742,-0.04546016844033873
603815,交建股份,2024-01-16,2024-01-17,弱,弱,80,80,8.27,8.26,8.27652,-0.0012091898428052694,False,持仓上限,1,1,0.3712784588441331,0.3239929947460595,0.5271453590192644,False,False,False,64.51612806104751,1.8923085449293033,35711190.683000006,0.018661082712323473,0.04915953060577216,True,True,False,True,True,4,2024-01-24,7.01,-0.15302566779274385,2024-01-31,7.39,-0.10711265121089542,2024-02-22,6.39,-0.2279363790578649,-0.02132780443954707,-0.3523848187402434
600563,法拉电子,2024-01-18,2024-01-19,弱,弱,80,80,94.86,93.53,93.71706,-0.01402066202825214,False,持仓上限,1,1,0.1590909090909091,0.1853146853146853,0.5157342657342657,False,False,False,62.05357140271576,1.896536231393009,188078839.533,0.13566708169715547,0.08332397508103617,True,True,True,True,True,3,2024-01-26,88.52,-0.0554547912621246,2024-02-02,82.3,-0.12182477768722155,2024-02-26,94.54,0.008781111998178437,0.1546456963118561,-0.15629022079864663
603206,嘉环科技,2024-01-18,2024-01-19,弱,弱,80,80,19.4,19.4,19.438799999999997,0.0,False,持仓上限,1,1,0.1590909090909091,0.1853146853146853,0.5157342657342657,False,False,False,65.1351350119065,2.168376764937438,156597418.59149998,0.08510221774757398,0.06940080480679134,True,True,True,True,True,4,2024-01-26,16.74,-0.13883573060065435,2024-02-02,13.06,-0.3281478280552296,2024-02-26,15.29,-0.2134288124781364,-0.06887256415005016,-0.4531555445809411
000425,徐工机械,2024-01-18,2024-01-19,弱,弱,78,78,5.15,5.13,5.14026,-0.003883495145631133,False,持仓上限,1,1,0.1590909090909091,0.1853146853146853,0.5157342657342657,False,False,False,60.655736312819215,1.5762095976462311,256503394.4835,0.022231044065105232,0.005859375,True,True,True,False,False,4,2024-01-26,5.25,0.021349114636224797,2024-02-02,5.16,0.0038402726710322632,2024-02-26,5.59,0.08749362872695166,0.1225113126573365,-0.05257710699458773
603116,红蜻蜓,2024-01-19,2024-01-22,弱,弱,86,86,5.87,5.89,5.90178,0.0034071550255536653,False,持仓上限,1,1,0.13111888111888112,0.16258741258741258,0.4737762237762238,False,False,False,61.9047612169312,2.4410260735651645,48918532.8855,0.03326879070586175,0.029132454781871875,True,True,True,True,False,3,2024-01-29,5.57,-0.05621693794075677,2024-02-05,3.94,-0.33240479990782434,2024-02-27,4.54,-0.23074055623896517,0.02511445699433046,-0.4069585785983212
601226,华电科工,2024-01-19,2024-01-22,弱,弱,80,80,7.38,7.3,7.3145999999999995,-0.01084010840108407,False,持仓上限,1,1,0.13111888111888112,0.16258741258741258,0.4737762237762238,False,False,False,66.66666632850243,1.546494816992954,207960365.673,0.11035883547731884,0.2366987850858817,True,True,True,True,True,5,2024-01-29,6.93,-0.052579771962923405,2024-02-05,5.44,-0.2562819566346758,2024-02-27,6.69,-0.08539086211139357,0.0308150821644384,-0.33010690946873367
000037,深南电A,2024-01-23,2024-01-24,弱,弱,80,80,9.22,9.07,9.088140000000001,-0.01626898047722347,False,持仓上限,1,1,0.05419580419580419,0.08741258741258741,0.26048951048951047,False,False,False,61.960783973548686,2.4413563205004136,133447382.64650002,0.08636738541298472,0.08451449744162809,True,True,True,True,True,4,2024-01-31,10.18,0.12014119500799936,2024-02-07,6.49,-0.28588247980334813,2024-02-29,7.86,-0.13513656259696705,0.35891392518161,-0.3309962214490535
603663,三祥新材,2024-01-23,2024-01-24,弱,弱,80,80,8.7,8.47,8.48694,-0.02643678160919527,False,持仓上限,1,1,0.05419580419580419,0.08741258741258741,0.26048951048951047,False,False,False,61.80555535525978,2.09461208289327,210152540.808,0.08492330714552931,0.16320527676263485,True,True,True,True,True,3,2024-01-31,7.23,-0.1481028497903838,2024-02-07,6.32,-0.2553264191805291,2024-02-29,7.44,-0.12335894916188872,0.055739760149123185,-0.36137170758836523
600864,哈投股份,2024-01-24,2024-01-25,弱,弱,80,80,6.4,6.29,6.30258,-0.017187500000000022,False,持仓上限,1,1,0.11188811188811189,0.11538461538461539,0.21678321678321677,False,False,False,66.279069407788,2.1586407420735223,474396625.2745,0.11111111111111116,0.09981383359587581,True,True,True,True,True,3,2024-02-01,5.98,-0.05118221426780767,2024-02-08,5.28,-0.16224784136020476,2024-03-01,5.67,-0.10036842055158368,0.09002979732109706,-0.26538020937457363
603663,三祥新材,2024-01-24,2024-01-25,弱,弱,80,80,9.16,8.83,8.84766,-0.0360262008733625,False,持仓上限,1,1,0.11188811188811189,0.11538461538461539,0.21678321678321677,False,False,False,65.75630232760753,1.7806839358663873,222864467.638,0.1310038276330412,0.2173296713032693,True,True,True,True,True,4,2024-02-01,6.96,-0.2133513267914906,2024-02-08,6.63,-0.25064932422810093,2024-03-01,7.56,-0.14553678599765363,0.01269714252129961,-0.3874086481623389
600415,小商品城,2024-01-25,2024-01-26,弱,弱,82,82,7.03,6.95,6.9639,-0.011379800853485111,False,持仓上限,1,1,0.25874125874125875,0.17482517482517482,0.19055944055944055,True,False,False,64.64088347791585,2.2323092055323457,241684151.486,0.06490949026736348,0.015357950989360436,True,True,True,False,True,4,2024-02-02,6.75,-0.03071554732262094,2024-02-19,7.25,0.041083301023851604,2024-03-04,7.86,0.12867789600654822,0.14734559657663104,-0.09533451083444622
000099,中信海直,2024-01-25,2024-01-26,弱,弱,80,80,9.28,9.43,9.44886,0.0161637931034484,False,持仓上限,1,1,0.25874125874125875,0.17482517482517482,0.19055944055944055,True,False,False,62.749999780375,2.4574737026330284,286670792.068,0.08366906054767309,0.1407031057936572,True,True,True,True,True,3,2024-02-02,8.7,-0.0792540052450772,2024-02-19,8.98,-0.04962080081618303,2024-03-04,9.95,0.05303708595534262,0.0784369754658234,-0.246469944522408
001872,招商港口,2024-01-25,2024-01-26,弱,弱,80,80,15.1,15.12,15.150239999999998,0.0013245033112583293,False,持仓上限,1,1,0.25874125874125875,0.17482517482517482,0.19055944055944055,True,False,False,57.70171129393057,1.5179030921753298,47192171.922000006,0.05006954102920713,0.04074529309730868,True,True,False,True,True,3,2024-02-02,15.72,0.03760732503247488,2024-02-19,16.07,0.06070926929210385,2024-03-04,15.44,0.01912576962477175,0.139255879774842,-0.003976174634857221
