运行时间,板块,板块名称,抽样上限,实际股票数量,训练开始,训练结束,盲测开始,盲测结束,参数标识,最优参数,消融场景ID,消融场景,消融说明,期初资金,期末总权益,已实现盈亏,未实现盈亏,总盈亏,总收益率,基准总收益率,超额收益率,最大回撤,基准最大回撤,Calmar,基准Calmar,Sharpe,基准Sharpe,交易次数,平均股票仓位,平均持仓数,空仓天数,空仓占比,扫描信号总数,实际买入次数,高开跳过次数,资金不足跳过次数,持仓上限跳过次数,连续亏损暂停次数,回撤暂停次数,暂停开仓天数,强市场天数,中性市场天数,弱市场天数,要求指数MA20上行,要求指数站上MA60,要求个股MA60上行,最低量比,最低20日均成交额,启用市场环境分级,强市MA20宽度阈值,强市MA60宽度阈值,强市最大持仓覆盖,强市单票仓位覆盖,启用候选排序,最大入场偏离MA20,排序趋势权重,排序流动性权重,排序突破权重,排序RSI权重,排序MA20距离权重,中性允许买入,中性买入分数加分,中性MA20宽度阈值,中性MA60宽度阈值,中性最大持仓数,中性单票仓位倍率,弱市允许高分买入,弱市买入分数门槛,弱市最大持仓数,弱市单票仓位倍率,连续亏损暂停触发笔数,连续亏损暂停天数,账户回撤暂停阈值,账户回撤暂停天数
2026-08-15 16:20:52,MAIN,主板,600,588,20210101,20231231,20240101,20260809,buy60_slm0p09_hold10_rsi82_sunk0p03,"{'BUY_SCORE_THRESHOLD': 60, 'STOP_LOSS_RATE': -0.09, 'MAX_HOLD_DAYS': 10, 'RSI_OVERSOLD': 82, 'TIME_SUNK_TOLERANCE': 0.03}",H_rank_ma20_distance_12,H_排序加12%追高过滤,在 F 的基础上，过滤距离 MA20 超过 12% 的候选，测试更严格防追高是否提升盈亏比。,100000.0,118112.44603299981,18277.079999999994,-164.63396700018347,18112.44603299981,18.11244603299981,38.62814615846197,-20.515700125462164,0.11022883604110084,0.15663532965421828,0.6009194323188021,0.856159456293955,0.5439799969368262,0.7894368537316947,192,0.3210676554677691,3.001589825119237,71,0.11287758346581876,12251,193,8,0,11701,23,1,131,158,71,400,True,False,False,0.8,30000000,True,0.55,0.45,8,0.125,True,0.12,12,8,10,8,10,True,0,0.35,0.25,2,0.5,True,78,1,0.25,3,5,0.1,10
