运行时间,板块,板块名称,抽样上限,抽样种子,实际股票数量,训练开始,训练结束,盲测开始,盲测结束,参数标识,最优参数,消融场景ID,消融场景,消融说明,期初资金,期末总权益,已实现盈亏,未实现盈亏,总盈亏,总收益率,基准总收益率,超额收益率,最大回撤,基准最大回撤,Calmar,基准Calmar,Sharpe,基准Sharpe,交易次数,平均股票仓位,平均持仓数,空仓天数,空仓占比,扫描信号总数,实际买入次数,未买入候选跟踪数,高开跳过次数,资金不足跳过次数,持仓上限跳过次数,连续亏损暂停次数,回撤暂停次数,暂停开仓天数,强市场天数,中性市场天数,弱市场天数,要求指数MA20上行,要求指数站上MA60,要求个股MA60上行,最低量比,最低20日均成交额,破位确认天数,强市破位确认天数,弱市破位确认天数,启用转弱持仓退出,转弱持仓退出天数,转弱持仓退出最高收益,仅处理非弱市入场持仓,回撤止盈启动收益,回撤止盈回撤比例,启用亢奋止盈,启用市场环境分级,强市MA20宽度阈值,强市MA60宽度阈值,强市最大持仓覆盖,强市单票仓位覆盖,启用候选排序,最大入场偏离MA20,排序趋势权重,排序流动性权重,排序突破权重,排序RSI权重,排序MA20距离权重,中性允许买入,中性买入分数加分,中性MA20宽度阈值,中性MA60宽度阈值,中性最大持仓数,中性单票仓位倍率,弱市允许高分买入,弱市买入分数门槛,弱市最大持仓数,弱市单票仓位倍率,弱市专用止损阈值,连续亏损暂停触发笔数,连续亏损暂停天数,账户回撤暂停阈值,账户回撤暂停天数
2026-08-18 18:00:14,MAIN,主板,600,20240101,592,20210101,20231231,20240101,20260809,buy70_slm0p09_hold10_rsi80_sunk0p03,"{'BUY_SCORE_THRESHOLD': 70, 'STOP_LOSS_RATE': -0.09, 'MAX_HOLD_DAYS': 10, 'RSI_OVERSOLD': 80, 'TIME_SUNK_TOLERANCE': 0.03}",SV_sample600_seed20240101,SV_抽样600_seed20240101,换一个随机种子抽样 600 只主板股票，验证策略是否依赖原始样本。,100000.0,118004.44653100001,17860.570000000003,143.87653100000534,18004.44653100001,18.00444653100001,38.62814615846197,-20.623699627461964,0.10077701689040819,0.15663532965421828,0.6535509201526756,0.856159456293955,0.6210811079665473,0.7894368537316947,177,0.2854522900438967,3.082670906200318,63,0.10015898251192369,5770,178,5470,3,2,5471,16,1,101,153,78,398,True,False,False,0.8,30000000,3,,,True,5,0.1,True,0.2,0.1,True,True,0.55,0.45,8,0.1125,False,,12,8,10,8,10,True,0,0.35,0.25,2,0.5,True,78,1,0.2,,3,5,0.1,10
