代码,名称,信号日,计划买入日,信号日市场环境,计划买入日市场环境,买入分数,排序分,信号日收盘,计划买入开盘,计划买入执行价,计划买入开盘跳空,若非满仓也会高开跳过,跳过原因,当时持仓数量,当时持仓上限,信号日市场MA20宽度,信号日市场MA60宽度,信号日市场MA60上行宽度,信号日指数站上MA20,信号日指数MA20上行,信号日指数站上MA60,信号日RSI14,信号日量比,信号日20日均成交额,信号日距MA20,信号日距MA60,信号日站上MA20,信号日站上MA60,信号日MA20上行,信号日MA60上行,信号日突破20日新高,信号日前5日阳线数,未来5日日期,未来5日收盘,未来5日收益率,未来10日日期,未来10日收盘,未来10日收益率,未来20日日期,未来20日收盘,未来20日收益率,未来20日最大涨幅,未来20日最大跌幅
002297,博云新材,2024-01-02,2024-01-03,弱,弱,90,90,8.04,8.03,8.046059999999999,-0.0012437810945273853,False,持仓上限,1,1,0.5827586206896552,0.49310344827586206,0.43275862068965515,True,False,False,58.40707892239015,1.7274930602781673,52279807.1245,0.030108904548366455,0.042621250108066056,True,True,False,True,True,4,2024-01-10,7.67,-0.04673840364103665,2024-01-17,7.12,-0.11509484145034943,2024-01-31,6.05,-0.24807918409755825,0.0017325249873854087,-0.2518077170689753
600566,济川药业,2024-01-02,2024-01-03,弱,弱,90,90,27.84,27.69,27.74538,-0.0053879310344827624,False,持仓上限,1,1,0.5827586206896552,0.49310344827586206,0.43275862068965515,True,False,False,63.711340022276545,1.7205490035244226,185839078.97349998,0.055885309009538586,0.1445329094322556,True,True,False,True,True,3,2024-01-10,27.22,-0.01893576516162332,2024-01-17,26.66,-0.03911930562854071,2024-01-31,25.21,-0.0913802586232374,0.008095762249426652,-0.10723875470438682
601218,吉鑫科技,2024-01-02,2024-01-03,弱,弱,90,90,3.9,3.89,3.89778,-0.002564102564102555,False,持仓上限,1,1,0.5827586206896552,0.49310344827586206,0.43275862068965515,True,False,False,63.93442476216075,1.5869333692330965,33989258.79000001,0.04292017649418356,0.0584882616365856,True,True,False,True,True,4,2024-01-10,3.81,-0.022520511675876986,2024-01-17,3.8,-0.02508607463735768,2024-01-31,3.02,-0.22519998563284738,0.005700680900409871,-0.22776554859432807
002097,山河智能,2024-01-02,2024-01-03,弱,弱,80,80,6.1,6.14,6.152279999999999,0.006557377049180246,False,持仓上限,1,1,0.5827586206896552,0.49310344827586206,0.43275862068965515,True,False,False,55.81395257977285,1.8629782119227192,50220258.764,0.024091328800470047,0.018024032042723626,True,True,False,True,True,3,2024-01-10,5.89,-0.042631349678493136,2024-01-17,6.8,0.10528129408934594,2024-01-31,6.53,0.06139512505932765,0.19792987315271748,-0.060510900024056014
002455,百川股份,2024-01-02,2024-01-03,弱,弱,80,80,7.37,7.34,7.35468,-0.004070556309362261,False,持仓上限,1,1,0.5827586206896552,0.49310344827586206,0.43275862068965515,True,False,False,63.56589078300589,2.3502361534837237,38095103.275,0.05436337625178833,0.03717602908408568,True,True,False,True,True,4,2024-01-10,7.08,-0.03734764802819435,2024-01-17,7.04,-0.042786361881142376,2024-01-31,5.21,-0.2916075206535159,0.031995953596893445,-0.2997655914329379
002969,嘉美包装,2024-01-02,2024-01-03,弱,弱,80,80,3.88,3.88,3.88776,0.0,False,持仓上限,1,1,0.5827586206896552,0.49310344827586206,0.43275862068965515,True,False,False,58.730157425044126,1.6459565455594793,31022608.813,0.03521878335112061,0.02995177631287871,True,True,False,True,True,4,2024-01-10,3.86,-0.007140358458341156,2024-01-17,3.9,0.0031483424902771784,2024-01-31,3.61,-0.07144473938720508,0.09831882626499566,-0.07916126509866861
002972,科安达,2024-01-02,2024-01-03,弱,弱,80,80,12.19,12.12,12.14424,-0.005742411812961423,False,持仓上限,1,1,0.5827586206896552,0.49310344827586206,0.43275862068965515,True,False,False,67.73398991421776,2.3267701496814914,98429371.703,0.08144073811213626,0.12267452569533965,True,True,True,True,True,5,2024-01-10,10.79,-0.11151294770195586,2024-01-17,10.63,-0.12468791789358569,2024-01-31,8.38,-0.3099609362133817,-0.024228770182407433,-0.3165484213091967
603618,杭电股份,2024-01-02,2024-01-03,弱,弱,80,80,6.32,6.32,6.3326400000000005,0.0,False,持仓上限,1,1,0.5827586206896552,0.49310344827586206,0.43275862068965515,True,False,False,57.01754315943368,2.2664853545923602,39392895.069,0.04204451772464979,0.043191196698762147,True,True,False,True,True,4,2024-01-10,6.13,-0.031999292554132364,2024-01-17,6.21,-0.01936633062987958,2024-01-31,4.83,-0.23728492382323962,0.0074787134591576265,-0.23886404406377115
603712,七一二,2024-01-02,2024-01-03,弱,弱,80,80,32.35,32.24,32.304480000000005,-0.0034003091190107915,False,持仓上限,1,1,0.5827586206896552,0.49310344827586206,0.43275862068965515,True,False,False,62.17870246383088,1.512768783426135,231489513.31149998,0.0639347497204501,0.13716254218222734,True,True,True,True,True,3,2024-01-10,29.16,-0.09733882111707126,2024-01-17,26.38,-0.18339499660728187,2024-01-31,24.74,-0.2341619490547443,-0.02923681173632897,-0.2360192765833099
002831,裕同科技,2024-01-02,2024-01-03,弱,弱,79,79,17.28,17.28,17.31456,0.0,False,持仓上限,1,1,0.5827586206896552,0.49310344827586206,0.43275862068965515,True,False,False,51.90839676164951,1.7852889754112444,36591771.283999994,0.02148789643247717,0.037266770046521014,True,True,True,True,False,3,2024-01-10,17.14,-0.010081688474901984,2024-01-17,16.6,-0.04126931322540095,2024-01-31,15.02,-0.13252199305093515,0.030346713979448436,-0.1434954165742589
000027,深圳能源,2024-01-02,2024-01-03,弱,弱,78,78,5.91,5.91,5.92182,0.0,False,持仓上限,1,1,0.5827586206896552,0.49310344827586206,0.43275862068965515,True,False,False,55.17241290527151,2.175114015642884,114570117.796,0.025151777970511713,0.023967658099913525,True,True,True,False,False,4,2024-01-10,5.75,-0.02901472858006493,2024-01-17,5.76,-0.027326058542812892,2024-01-31,5.8,-0.02057137839380474,0.01826803246299269,-0.09149551995839122
600011,华能国际,2024-01-03,2024-01-04,弱,弱,90,90,7.44,7.43,7.444859999999999,-0.0013440860215054862,False,持仓上限,1,1,0.5793103448275863,0.5,0.46551724137931033,True,False,False,63.03030249550047,1.8378576606713763,340008025.65500003,0.06796813320892836,0.09074915701510045,True,True,True,True,True,3,2024-01-11,7.48,0.004720035030880476,2024-01-18,7.54,0.012779286648775257,2024-02-01,7.59,0.0194953296636875,0.09605822003368769,-0.05169472629438299
000028,国药一致,2024-01-03,2024-01-04,弱,弱,82,82,25.6,25.54,25.591079999999998,-0.002343750000000089,False,持仓上限,1,1,0.5793103448275863,0.5,0.46551724137931033,True,False,False,57.32647794278389,1.5278000832007805,104634398.69150001,0.04276985743380868,0.021113652076796274,True,True,False,False,True,4,2024-01-11,24.33,-0.04927810784070075,2024-01-18,23.98,-0.06295474829510894,2024-02-01,24.91,-0.026613960801966874,0.05349207614528195,-0.1305564282554702
