代码,名称,买入日,卖出日,买入月份,卖出日市场环境,持仓天数,卖出时连续弱市持仓天数,累计弱市持仓天数,最大连续弱市持仓天数,买入数量,买入价,卖出价,买入耗资,卖出净额,单笔净利,盈亏率,买入分数,排序分,卖出原因,卖出后现金,信号日,信号日市场环境,信号日市场MA20宽度,信号日市场MA60宽度,信号日市场MA60上行宽度,信号日指数站上MA20,信号日指数MA20上行,信号日指数站上MA60,信号日收盘,信号日RSI14,信号日量比,信号日20日均成交额,信号日距MA20,信号日距MA60,信号日站上MA20,信号日站上MA60,信号日MA20上行,信号日MA60上行,信号日突破20日新高,信号日前5日阳线数,买入日市场环境,买入日市场MA20宽度,买入日市场MA60宽度,买入日开盘跳空,买入日开盘距MA20
000758,中色股份,2024-03-18,2024-03-29,2024-03,弱,9,5,5,5,2400,4.719,4.561,11331.61,10935.59,-396.02,-0.033597348826762706,90,90,转弱持仓退出,98388.25,2024-03-15,强,0.882960413080895,0.4991394148020654,0.25989672977624784,True,True,True,4.68,66.6666653140096,1.9768295443796917,125135904.39950001,0.0418521816562778,0.07850668305423247,True,True,True,True,True,3,强,0.9208261617900172,0.5783132530120482,0.0064102564102563875,0.04538896903784262
000506,招金黄金,2024-04-01,2024-04-09,2024-04,弱,4,1,1,1,2600,4.228,5.489,10998.94,14259.26,3260.32,0.2981146711316703,86,86,亢奋止盈,32799.22,2024-03-29,弱,0.5490533562822719,0.48709122203098104,0.27710843373493976,False,True,True,4.12,60.93749933349612,1.5820920068386444,321042806.0095,0.04701397712833555,0.1291280317909833,True,True,True,True,False,4,强,0.718213058419244,0.627147766323024,0.024271844660194164,0.06337407080760982
000544,中原环保,2024-04-01,2024-04-15,2024-04,弱,8,5,5,5,1600,6.673,6.497,10682.31,10384.97,-297.34,-0.026424628221035498,90,90,破位防守,43184.19,2024-03-29,弱,0.5490533562822719,0.48709122203098104,0.27710843373493976,False,True,True,6.83,66.34615295303254,1.575804059607517,49097870.7025,0.040920521222281625,0.07358989809017302,True,True,True,True,True,3,强,0.718213058419244,0.627147766323024,-0.024890190336749662,0.012773722627737127
002097,山河智能,2024-04-01,2024-04-15,2024-04,弱,8,5,5,5,1300,8.417,7.245,10946.84,9409.41,-1537.43,-0.13916452808668384,80,80,绝对止损,52593.6,2024-03-29,弱,0.5490533562822719,0.48709122203098104,0.27710843373493976,False,True,True,8.38,67.41573007196061,1.9078966773200898,627690331.418,0.12219618346166738,0.27091653606996635,True,True,True,True,True,4,强,0.718213058419244,0.627147766323024,0.0023866348448686736,0.1058451816745658
002972,科安达,2024-04-02,2024-04-15,2024-04,弱,7,5,5,5,1200,9.198,8.373,11043.03,10037.84,-1005.19,-0.08970512134771844,82,82,转弱持仓退出,62631.44,2024-04-01,强,0.718213058419244,0.627147766323024,0.2800687285223368,True,True,True,9.29,66.53386417072741,2.1607194094609574,63354078.07500001,0.0980438508362389,0.04507274636268188,True,True,True,False,True,4,强,0.6752577319587629,0.6821305841924399,-0.011840688912809427,0.07475267810103614
601065,江盐集团,2024-04-01,2024-04-16,2024-04,弱,9,6,6,6,1100,9.529,8.942,10486.92,9826.37,-660.55,-0.06159500137474772,78,78,破位防守,72457.81,2024-03-29,弱,0.5490533562822719,0.48709122203098104,0.27710843373493976,False,True,True,9.62,63.81909502840838,1.6913033367560437,76994370.4105,0.04491391951338697,0.02463963644109901,True,True,True,False,False,3,强,0.718213058419244,0.627147766323024,-0.011434511434511352,0.026665227248191536
600595,中孚实业,2024-04-02,2024-04-17,2024-04,弱,9,7,7,7,3200,3.437,3.673,11002.95,11741.57,738.62,0.06860331814505104,90,90,转弱持仓退出,84199.39,2024-04-01,强,0.718213058419244,0.627147766323024,0.2800687285223368,True,True,True,3.43,62.88659703050273,1.5139186086057077,129492089.8935,0.045572321292485896,0.076134699853587,True,True,True,True,True,3,强,0.6752577319587629,0.6821305841924399,0.0,0.04018195602729335
600339,中油工程,2024-04-01,2024-04-19,2024-04,弱,12,9,9,9,3400,3.226,3.273,10974.9,11119.13,144.24,0.014567139013897579,80,80,沉没止损,95318.52,2024-03-29,弱,0.5490533562822719,0.48709122203098104,0.27710843373493976,False,True,True,3.21,55.555554320987675,2.3161896320440567,131109703.95750001,0.03866688238149174,0.07160741111667512,True,True,False,True,True,3,强,0.718213058419244,0.627147766323024,0.0031152647975078995,0.04089219330855043
000825,太钢不锈,2024-04-30,2024-05-17,2024-04,强,10,0,0,0,2800,3.878,3.812,10862.67,10664.27,-198.4,-0.016860336175194886,80,80,沉没止损,31326.84,2024-04-29,强,0.6288659793814433,0.6786941580756014,0.42955326460481097,True,True,True,3.89,56.62650506895055,1.546066735296248,134057692.77949998,0.037748432706415924,0.04851752021563338,True,True,True,True,True,3,强,0.6006884681583476,0.6351118760757315,-0.005141388174807249,0.028708133971292016
603501,豪威集团,2024-04-30,2024-05-17,2024-04,强,10,0,0,0,100,101.523,98.982,10157.26,9888.21,-269.05,-0.025028899957684144,80,80,沉没止损,41215.06,2024-04-29,强,0.6288659793814433,0.6786941580756014,0.42955326460481097,True,True,True,101.63,62.62002740477777,1.9474601947046037,774133063.9175,0.06642742092036169,0.1010794471670382,True,True,False,True,True,3,强,0.6006884681583476,0.6351118760757315,-0.003050280429007235,0.06141476573344162
002608,江苏国信,2024-03-29,2024-05-21,2024-03,强,32,0,16,15,500,7.415,7.884,3712.4,3935.13,222.73,0.06330582079085076,90,90,破位防守,22883.76,2024-03-28,弱,0.40893470790378006,0.40893470790378006,0.27319587628865977,False,True,True,7.4,55.468749393310574,1.5772556692705533,107412058.1475,0.0434292160180485,0.09486351194732823,True,True,True,True,True,3,弱,0.5490533562822719,0.48709122203098104,0.0,0.03969090270460107
601199,江南水务,2024-04-30,2024-05-21,2024-04,强,12,0,0,0,2300,4.81,5.469,11067.08,12567.5,1500.42,0.1371091151031273,90,90,亢奋止盈,35451.27,2024-04-29,强,0.6288659793814433,0.6786941580756014,0.42955326460481097,True,True,True,4.8,60.360359599058505,1.855675248338284,42650503.0425,0.057501652346331866,0.0835214446952599,True,True,True,True,True,4,强,0.6006884681583476,0.6351118760757315,0.0,0.05182425769694321
002768,国恩股份,2024-04-29,2024-05-24,2024-04,弱,16,1,1,1,700,14.539,14.82,10182.31,10364.02,181.71,0.019346558433787193,80,80,沉没止损,24141.05,2024-04-26,弱,0.4417808219178082,0.541095890410959,0.3904109589041096,True,False,True,14.25,58.507462442058376,2.4700201879518175,34663752.4645,0.050458884670671944,0.0883955394877538,True,True,True,True,True,3,强,0.6288659793814433,0.6786941580756014,0.01824561403508773,0.0616425827693432
000025,特  力Ａ,2024-05-21,2024-05-29,2024-05,弱,6,4,4,4,700,15.15,14.231,10610.17,9952.05,-658.11,-0.06064326373707605,90,90,破位防守,34093.1,2024-05-20,强,0.7294520547945206,0.6472602739726028,0.9212328767123288,True,True,True,15.31,63.98713797562061,1.823971558092192,95121491.878,0.0341100979398854,0.00915113098311493,True,True,False,True,True,5,强,0.6301369863013698,0.583904109589041,-0.012410189418680662,0.020552799433026125
603527,众源新材,2024-05-21,2024-05-29,2024-05,弱,6,4,4,4,1300,8.507,7.884,11064.07,10239.34,-824.74,-0.07320811850974136,90,90,破位防守,44332.44,2024-05-20,强,0.7294520547945206,0.6472602739726028,0.9212328767123288,True,True,True,8.56,62.59541951284891,1.9232367119457219,87351350.4905,0.06474283226568822,0.045879406194636374,True,True,True,True,True,4,强,0.6301369863013698,0.583904109589041,-0.008177570093457986,0.05328453569877789
000001,平安银行,2024-04-30,2024-05-30,2024-04,弱,19,5,5,5,1200,9.088,9.421,10910.77,11294.69,383.92,0.03663896022728513,90,90,转弱持仓退出,55627.13,2024-04-29,强,0.6288659793814433,0.6786941580756014,0.42955326460481097,True,True,True,9.08,61.64383502533308,1.5315682509500224,1252954162.0815,0.029945553539020064,0.04973120869380909,True,True,True,True,True,5,强,0.6006884681583476,0.6351118760757315,-0.0011013215859030367,0.027470971396205135
601528,瑞丰银行,2024-04-30,2024-05-30,2024-04,弱,19,5,5,5,2400,4.589,4.85,11018.98,11629.85,610.87,0.05689930183301539,82,82,转弱持仓退出,67256.98,2024-04-29,强,0.6288659793814433,0.6786941580756014,0.42955326460481097,True,True,True,4.59,59.677418007284146,2.138799768472015,69411070.77600001,0.03238866396761142,0.021134593993325845,True,True,True,False,True,3,强,0.6006884681583476,0.6351118760757315,-0.002178649237472685,0.02805836139169471
603567,珍宝岛,2024-04-30,2024-05-30,2024-04,弱,19,5,5,5,900,11.613,11.846,10456.86,10651.3,194.44,0.02007029943564117,80,80,转弱持仓退出,77908.28,2024-04-29,强,0.6288659793814433,0.6786941580756014,0.42955326460481097,True,True,True,11.64,58.03571404389882,1.8459170280047377,60605795.223000005,0.08526409025220283,0.1004664061515188,True,True,True,True,True,4,强,0.6006884681583476,0.6351118760757315,-0.004295532646048206,0.07280048132549632
601789,宁波建工,2024-05-17,2024-05-30,2024-05,弱,9,5,5,5,2800,4.018,3.772,11255.46,10552.55,-702.91,-0.06111965594994547,90,90,破位防守,88460.83,2024-05-16,强,0.6678082191780822,0.601027397260274,0.9126712328767124,True,True,True,4.01,64.6464637322722,1.6220310784417593,90481513.299,0.04264170566822689,0.03408260626638571,True,True,True,True,True,3,强,0.7294520547945206,0.6335616438356164,0.0,0.035506778566817276
600801,华新建材,2024-05-17,2024-05-30,2024-05,弱,9,5,5,5,800,13.757,13.473,11010.97,10768.01,-242.96,-0.02067678190596224,80,80,转弱持仓退出,99228.84,2024-05-16,强,0.6678082191780822,0.601027397260274,0.9126712328767124,True,True,True,13.74,62.408758805210724,1.927576680020928,116097268.8415,0.049255441008018375,0.08782856539638972,True,True,True,True,True,4,强,0.7294520547945206,0.6335616438356164,-0.0007278020378457262,0.0447420483944605
603836,海程邦达,2024-05-30,2024-06-21,2024-05,弱,15,15,15,15,400,9.499,9.461,3804.58,3777.52,-27.06,-0.003992015968063844,90,90,沉没止损,99201.78,2024-05-29,弱,0.22602739726027396,0.4126712328767123,0.5684931506849316,False,True,True,9.64,58.007117148719,2.1719738140330374,45093885.232999995,0.0704569429792905,0.12627786973030886,True,True,True,True,True,3,弱,0.17123287671232876,0.3664383561643836,-0.016597510373444035,0.048034934497816595
002648,卫星化学,2024-07-02,2024-07-16,2024-07,弱,10,10,10,10,200,17.916,17.225,3588.15,3438.37,-149.78,-0.038529205570960866,90,90,破位防守,99052.01,2024-07-01,弱,0.23931623931623933,0.15213675213675212,0.24102564102564103,False,False,False,17.89,57.4742265967425,1.644408542617329,273467291.44750005,0.03779331148301779,0.015006666477546782,True,True,False,True,True,3,弱,0.305982905982906,0.15555555555555556,-0.0005589714924539857,0.0363114730344567
000737,北方铜业,2024-07-16,2024-07-22,2024-07,弱,4,4,4,4,300,10.14,8.852,3047.07,2649.35,-397.72,-0.12701671755303617,80,80,绝对止损,98654.28,2024-07-15,弱,0.2832764505119454,0.13822525597269625,0.20819112627986347,True,False,False,10.38,67.6767674375064,1.515189018301629,711658260.3334999,0.10068395101002081,0.02559035668412224,True,True,True,True,True,3,弱,0.28668941979522183,0.13651877133105803,-0.025048169556840194,0.06858138429861138
001339,智微智能,2024-07-22,2024-07-30,2024-07,弱,6,6,6,6,100,22.876,21.198,2292.57,2113.69,-178.87,-0.07335919488224614,80,80,破位防守,98475.41,2024-07-19,弱,0.3054607508532423,0.11774744027303755,0.2354948805460751,True,False,False,22.61,61.04746303524312,1.6182742736301272,163151375.73849997,0.06688687035507823,0.06081339974820743,True,True,False,True,True,4,弱,0.31569965870307165,0.11433447098976109,0.009730207872622687,0.07110183208613852
002562,兄弟科技,2024-08-09,2024-08-19,2024-08,弱,6,6,6,6,1000,3.647,3.333,3652.28,3326.65,-325.63,-0.08608058608058614,80,80,破位防守,98149.78,2024-08-08,弱,0.5972696245733788,0.23037542662116042,0.09044368600682594,False,False,False,3.72,62.6086948899811,1.9765649848416673,166113459.065,0.11094519934298952,0.15905904346471433,True,True,True,True,True,3,弱,0.5426621160409556,0.20477815699658702,-0.021505376344086002,0.08172362555720669
601199,江南水务,2024-08-20,2024-09-03,2024-08,弱,10,10,10,10,700,5.14,5.02,3603.18,3507.2,-95.98,-0.02340737628057716,82,82,沉没止损,98053.8,2024-08-19,弱,0.4112627986348123,0.2593856655290102,0.10068259385665529,False,False,False,5.11,62.31883931526994,1.761547344024293,31138654.854000002,0.041369472182596345,0.047524684820116736,True,True,True,False,True,3,弱,0.21331058020477817,0.2098976109215017,0.003913894324853118,0.04236513258152996
002579,中京电子,2024-09-03,2024-09-18,2024-09,弱,9,9,9,9,500,7.114,6.437,3562.1,3211.94,-350.16,-0.09517584549211429,82,82,绝对止损,97703.64,2024-09-02,弱,0.3532423208191126,0.2781569965870307,0.15699658703071673,False,False,False,7.14,61.9771859818705,2.494631276684433,116418088.19600001,0.074977416440831,0.02461074836765431,True,True,True,False,True,3,弱,0.43856655290102387,0.30887372013651876,-0.0056022408963585235,0.06287425149700598
002191,劲嘉股份,2024-09-27,2024-10-09,2024-09,强,3,0,0,0,2900,3.788,4.491,10988.92,13012.39,2023.46,0.1857237905142097,90,90,亢奋止盈,29614.23,2024-09-26,强,0.9505119453924915,0.8191126279863481,0.3839590443686007,True,True,True,3.71,64.38356040908238,1.6235285546972202,46682640.33749999,0.08400292184075964,0.07473928157589804,True,True,True,True,True,4,强,0.9863481228668942,0.9522184300341296,0.018867924528301883,0.09596984633227001
002414,高德红外,2024-09-27,2024-10-09,2024-09,强,3,0,0,0,1600,6.463,8.034,10345.64,12842.81,2497.17,0.2430797320088506,90,90,亢奋止盈,42457.04,2024-09-26,强,0.9505119453924915,0.8191126279863481,0.3839590443686007,True,True,True,6.35,64.28571348214285,2.1258227996654004,127860316.1525,0.06205051011874896,0.05138252662950493,True,True,True,True,True,3,强,0.9863481228668942,0.9522184300341296,0.015748031496063186,0.06965174129353224
000925,众合科技,2024-09-27,2024-10-09,2024-09,强,3,0,0,0,1800,5.892,6.856,10610.17,12330.1,1719.93,0.16370320583323153,82,82,亢奋止盈,54787.14,2024-09-26,强,0.9505119453924915,0.8191126279863481,0.3839590443686007,True,True,True,5.78,61.739129683175825,1.573238778946722,49985652.228,0.0538791138663508,0.016591428738934377,True,True,True,False,True,4,强,0.9863481228668942,0.9522184300341296,0.01730103806228378,0.06541040043486124
002331,皖通科技,2024-09-27,2024-10-09,2024-09,强,3,0,0,0,1600,6.824,7.954,10922.79,12715.13,1792.34,0.16566573167907944,82,82,亢奋止盈,67502.27,2024-09-26,强,0.9505119453924915,0.8191126279863481,0.3839590443686007,True,True,True,6.76,65.51724058858505,1.6112195585686004,38302804.8645,0.03673031209263078,0.01955658337941779,True,True,True,False,True,4,强,0.9863481228668942,0.9522184300341296,0.007396449704141883,0.039456612989391626
600841,动力新科,2024-10-09,2024-10-14,2024-10,强,3,0,0,0,2500,4.679,4.192,11703.35,10468.76,-1234.59,-0.104232648193976,80,80,绝对止损,34536.38,2024-10-08,强,0.9948542024013722,0.9914236706689536,0.7735849056603774,True,True,True,4.87,66.66666618803421,1.7346983634817494,95248782.752,0.23369221025965814,0.2047994062590195,True,True,True,True,True,4,强,0.9828473413379074,0.9759862778730704,-0.04106776180698157,0.17130674692751424
002823,凯中精密,2024-10-09,2024-10-14,2024-10,强,3,0,0,0,800,14.519,13.094,11620.18,10464.77,-1155.41,-0.0981625430987577,70,70,绝对止损,45001.15,2024-10-08,强,0.9948542024013722,0.9914236706689536,0.7735849056603774,True,True,True,15.14,63.81766369039213,1.683195530691995,390123190.34099996,0.21421124388483448,0.18565312728411842,True,True,True,True,True,3,强,0.9828473413379074,0.9759862778730704,-0.042932628797886396,0.1555023923444976
000719,中原传媒,2024-09-27,2024-10-18,2024-09,强,10,0,0,0,1000,10.361,10.12,10365.68,10109.66,-256.02,-0.023257160726902038,90,90,沉没止损,33448.59,2024-09-26,强,0.9505119453924915,0.8191126279863481,0.3839590443686007,True,True,True,10.17,63.44085973754192,2.3768764460535823,91089573.3215,0.05094554097344228,0.1016627850295182,True,True,True,True,True,3,强,0.9863481228668942,0.9522184300341296,0.01671583087512296,0.06307510409705452
600233,圆通速递,2024-09-27,2024-10-18,2024-09,强,10,0,0,0,600,16.202,16.098,9726.4,9648.81,-77.59,-0.006455857610691103,90,90,沉没止损,43097.41,2024-09-26,强,0.9505119453924915,0.8191126279863481,0.3839590443686007,True,True,True,16.08,63.69636934265702,1.5908757128643654,246402383.8225,0.07257203842049065,0.13047044349405335,True,True,True,True,True,3,强,0.9863481228668942,0.9522184300341296,0.005597014925373456,0.07217451844975642
601728,中国电信,2024-09-27,2024-10-18,2024-09,强,10,0,0,0,1800,5.982,6.048,10772.49,10875.74,103.25,0.011023179771110952,90,90,沉没止损,53973.15,2024-09-26,强,0.9505119453924915,0.8191126279863481,0.3839590443686007,True,True,True,6.05,62.83185762863183,2.421204097535382,592193548.8375,0.05510987094523889,0.06429765150848787,True,True,True,True,True,4,强,0.9863481228668942,0.9522184300341296,-0.013223140495867813,0.03871248368856017
603392,万泰生物,2024-09-27,2024-10-21,2024-09,强,11,0,0,0,100,73.647,72.155,7369.7,7206.93,-162.77,-0.020253370809401677,90,90,破位防守,61180.08,2024-09-26,强,0.9505119453924915,0.8191126279863481,0.3839590443686007,True,True,True,73.04,67.28682163240197,1.9120790545782633,154413339.8125,0.049025873769326545,0.061232001627300026,True,True,True,True,True,3,强,0.9863481228668942,0.9522184300341296,0.006297918948521275,0.05235276009936518
601567,三星电气,2024-10-09,2024-10-21,2024-10,强,8,0,0,0,300,32.916,31.906,9879.71,9562.03,-317.68,-0.030673508386575433,78,78,破位防守,70742.11,2024-10-08,强,0.9948542024013722,0.9914236706689536,0.7735849056603774,True,True,True,33.09,65.4736841140388,2.4362474309800177,309287141.911,0.07328781563711284,0.1487987779475075,True,True,True,True,True,2,强,0.9828473413379074,0.9759862778730704,-0.0072529465095195755,0.06353702954269536
002294,信立泰,2024-10-09,2024-10-23,2024-10,强,10,0,0,0,300,34.088,33.513,10231.41,10043.83,-187.59,-0.016873953445255562,75,75,沉没止损,80785.94,2024-10-08,强,0.9948542024013722,0.9914236706689536,0.7735849056603774,True,True,True,34.75,74.43890261319892,2.4605062076045976,188279367.93400002,0.11335383826733314,0.20409565774808125,True,True,True,True,True,3,强,0.9828473413379074,0.9759862778730704,-0.021007194244604177,0.08262924244594028
001319,铭科精技,2024-11-04,2024-11-06,2024-11,强,2,0,0,0,500,22.595,29.032,11302.55,14503.65,3201.1,0.28487238383543323,80,80,亢奋止盈,27220.78,2024-11-01,弱,0.5675213675213675,0.947008547008547,0.9316239316239316,False,True,True,22.33,62.810945164259536,1.7110883985338372,149302083.624,0.08871066039345687,0.2675736532384718,True,True,True,True,True,3,强,0.742320819112628,0.9590443686006825,0.009852216748768683,0.0893982946447982
600713,南京医药,2024-11-04,2024-11-18,2024-11,弱,10,1,1,1,2400,4.689,4.74,11259.46,11366.51,107.05,0.01090553934865316,86,86,沉没止损,27039.25,2024-11-01,弱,0.5675213675213675,0.947008547008547,0.9316239316239316,False,True,True,4.65,63.01369742165509,1.577121138557673,94365689.3175,0.02933038184836745,0.1019392551048619,True,True,True,True,False,4,强,0.742320819112628,0.9590443686006825,0.006451612903225712,0.03551277796216401
601061,中信金属,2024-11-04,2024-11-18,2024-11,弱,10,1,1,1,1400,7.906,7.734,11073.09,10817.89,-255.21,-0.02166516143884605,86,86,沉没止损,37857.14,2024-11-01,弱,0.5675213675213675,0.947008547008547,0.9316239316239316,False,True,True,7.86,63.157894072022195,1.7419223638416674,189729105.217,0.042993630573248565,0.1364676964599849,True,True,True,True,False,3,强,0.742320819112628,0.9590443686006825,0.003816793893129722,0.04641909814323619
603285,键邦股份,2024-11-04,2024-11-18,2024-11,弱,10,1,1,1,500,22.705,22.435,11357.66,11206.91,-150.75,-0.011903818136013922,86,86,沉没止损,49064.05,2024-11-01,弱,0.5675213675213675,0.947008547008547,0.9316239316239316,False,True,True,22.28,60.877513555340954,2.0984189682085956,106543556.6895,0.04377971937879188,0.09586345974128174,True,True,True,True,False,3,强,0.742320819112628,0.9590443686006825,0.017055655296229766,0.059992983276809575
000514,渝 开 发,2024-11-04,2024-11-18,2024-11,弱,10,1,1,1,2100,5.491,4.91,11536.02,10301.18,-1234.84,-0.10577385375234931,80,80,绝对止损,59365.23,2024-11-01,弱,0.5675213675213675,0.947008547008547,0.9316239316239316,False,True,True,5.36,64.5695361245121,1.5562785433315167,356578871.995,0.14676936243046668,0.44118306072148794,True,True,True,True,True,4,强,0.742320819112628,0.9590443686006825,0.02238805970149249,0.1607710230883288
002331,皖通科技,2024-10-16,2024-11-19,2024-10,弱,24,2,5,3,1500,7.244,7.575,10871.69,11351.55,479.86,0.045601742572945365,76,76,回撤止盈,70716.78,2024-10-15,强,0.9743589743589743,0.9435897435897436,0.8512820512820513,True,True,True,7.42,65.31165286873627,1.95251158809838,95478627.755,0.07645437400261113,0.09993823347745523,True,True,True,True,False,3,强,0.9623931623931624,0.9521367521367521,-0.025606469002695365,0.04268820305739829
002037,保利联合,2024-10-17,2024-11-19,2024-10,弱,23,2,5,3,1300,8.297,8.423,10790.53,10939.58,149.05,0.015254515124340638,76,76,回撤止盈,81656.36,2024-10-16,强,0.9623931623931624,0.9521367521367521,0.8153846153846154,True,True,True,8.25,67.31707294086854,1.846185657813591,168626763.6445,0.1315320257852144,0.21109806224310046,True,True,True,True,False,4,强,0.9299145299145299,0.935042735042735,0.0036363636363636598,0.12630075494796977
002608,江苏国信,2024-11-06,2024-11-19,2024-11,弱,9,2,2,2,1500,7.695,7.345,11548.04,11007.41,-540.63,-0.045492348636061115,86,86,破位防守,92663.77,2024-11-05,强,0.8856655290102389,0.9744027303754266,0.9180887372013652,True,True,True,7.69,62.32876652561458,1.5370789234276172,121434361.8145,0.03911897844740242,0.1083885846065149,True,True,True,True,False,4,强,0.8720136518771331,0.9709897610921502,-0.0013003901170351995,0.036717062634989306
