运行时间,板块,板块名称,抽样上限,实际股票数量,训练开始,训练结束,盲测开始,盲测结束,参数标识,最优参数,消融场景ID,消融场景,消融说明,期初资金,期末总权益,已实现盈亏,未实现盈亏,总盈亏,总收益率,基准总收益率,超额收益率,最大回撤,基准最大回撤,Calmar,基准Calmar,Sharpe,基准Sharpe,交易次数,平均股票仓位,平均持仓数,空仓天数,空仓占比,扫描信号总数,实际买入次数,高开跳过次数,资金不足跳过次数,持仓上限跳过次数,连续亏损暂停次数,回撤暂停次数,暂停开仓天数,强市场天数,中性市场天数,弱市场天数,要求指数MA20上行,要求指数站上MA60,要求个股MA60上行,最低量比,最低20日均成交额,破位确认天数,强市破位确认天数,回撤止盈启动收益,回撤止盈回撤比例,启用亢奋止盈,启用市场环境分级,强市MA20宽度阈值,强市MA60宽度阈值,强市最大持仓覆盖,强市单票仓位覆盖,启用候选排序,最大入场偏离MA20,排序趋势权重,排序流动性权重,排序突破权重,排序RSI权重,排序MA20距离权重,中性允许买入,中性买入分数加分,中性MA20宽度阈值,中性MA60宽度阈值,中性最大持仓数,中性单票仓位倍率,弱市允许高分买入,弱市买入分数门槛,弱市最大持仓数,弱市单票仓位倍率,弱市专用止损阈值,连续亏损暂停触发笔数,连续亏损暂停天数,账户回撤暂停阈值,账户回撤暂停天数
2026-08-16 00:25:51,MAIN,主板,600,588,20210101,20231231,20240101,20260809,buy70_slm0p09_hold15_rsi80_sunk0p03,"{'BUY_SCORE_THRESHOLD': 70, 'STOP_LOSS_RATE': -0.09, 'MAX_HOLD_DAYS': 15, 'RSI_OVERSOLD': 80, 'TIME_SUNK_TOLERANCE': 0.03}",train_top_3,训练Top3,训练集 Calmar 排名第 3 的参数组合。,100000.0,157153.61523499998,57365.08,-211.4647650000261,57153.615234999976,57.153615234999975,38.62814615846197,18.525469076538002,0.09684811128989909,0.15663532965421828,1.9644900678787458,0.856159456293955,1.2876884931596793,0.7894368537316947,146,0.3474733252496519,3.2559618441971385,19,0.030206677265500796,5757,147,6,0,5485,13,0,77,158,71,400,True,False,False,0.8,30000000,3,,0.2,0.1,True,True,0.55,0.45,8,0.125,False,,12,8,10,8,10,True,0,0.35,0.25,2,0.5,True,78,1,0.25,,3,5,0.1,10
