代码,名称,买入日,卖出日,持仓天数,买入数量,买入价,卖出价,买入耗资,卖出净额,单笔净利,盈亏率,买入分数,排序分,卖出原因,卖出后现金
000510,新金路,2024-01-03,2024-01-08,3,500,5.751,5.399,2880.74,2693.24,-187.5,-0.061253799022164664,90,90,绝对止损,99812.5
002345,潮宏基,2024-01-08,2024-01-23,11,500,5.982,5.988,2995.97,2987.5,-8.47,0.0010130492783277218,86,86,沉没止损,99804.03
600390,五矿资本,2024-03-01,2024-03-19,12,2000,4.99,4.83,9984.92,9650.81,-334.11,-0.031992240418761135,75,75,破位防守,27853.04
002791,坚朗五金,2024-03-13,2024-03-25,8,300,39.609,36.367,11887.72,10899.68,-988.04,-0.0818484457848785,82,82,绝对止损,38752.73
001215,千味央厨,2024-03-13,2024-03-26,9,200,49.499,45.609,9904.76,9112.16,-792.6,-0.07859180424575936,72,72,绝对止损,47864.88
600597,光明乳业,2024-03-13,2024-03-27,10,1300,8.928,8.653,11611.17,11237.83,-373.33,-0.030820513854446147,75,75,沉没止损,59102.72
600737,中粮糖业,2024-03-13,2024-03-27,10,1500,7.846,7.924,11773.49,11875.24,101.75,0.010000433360609528,75,75,沉没止损,70977.96
001338,永顺泰,2024-03-13,2024-03-27,10,1200,9.84,9.79,11812.57,11737.58,-74.99,-0.005006280717587259,72,72,沉没止损,82715.54
600562,国睿科技,2024-03-13,2024-03-27,10,900,13.146,12.924,11836.62,11620.87,-215.74,-0.016897607224575208,72,72,沉没止损,94336.41
600415,小商品城,2024-01-26,2024-04-02,41,400,6.964,7.904,2790.56,3155.08,364.52,0.13501917029250857,82,82,破位防守,97491.49
000899,赣能股份,2024-04-09,2024-04-18,7,300,7.495,9.122,2253.49,2730.15,476.66,0.217047189044371,90,90,亢奋止盈,97968.15
000563,陕国投Ａ,2024-04-18,2024-05-09,12,1000,2.826,2.864,2830.64,2857.83,27.19,0.01366770006087128,90,90,沉没止损,21233.19
000089,深圳机场,2024-04-29,2024-05-16,10,1800,6.693,6.657,12053.05,11971.0,-82.05,-0.005483045884279306,86,86,沉没止损,21640.12
001213,中铁特货,2024-04-30,2024-05-17,10,2900,4.108,4.162,11918.78,12057.78,139.0,0.013012998393457058,90,90,沉没止损,22779.11
002594,比亚迪,2024-04-30,2024-05-17,10,100,72.605,70.978,7265.49,7089.23,-176.26,-0.022411153403928956,90,90,沉没止损,29868.34
603638,艾迪精密,2024-04-30,2024-05-17,10,700,16.693,16.407,11690.32,11474.24,-216.08,-0.017144582383851584,90,90,沉没止损,41342.58
002338,奥普光电,2024-05-09,2024-05-17,6,400,28.898,27.245,11564.07,10887.71,-676.36,-0.0571769083192838,86,86,破位防守,52230.29
600887,伊利股份,2024-04-30,2024-05-20,11,400,25.29,24.491,10121.19,9786.47,-334.72,-0.031615058314432926,90,90,破位防守,62016.76
001360,南矿集团,2024-05-16,2024-05-24,6,700,15.591,14.541,10918.78,10168.51,-750.27,-0.06736270389811634,80,80,绝对止损,72185.28
601528,瑞丰银行,2024-04-30,2024-06-04,22,2600,4.589,4.691,11936.82,12184.46,247.65,0.022104263089541484,82,82,沉没止损,84369.74
