日期,开盘,最高,最低,收盘,成交量,amount,outstanding_share,turnover,MA5,MA10,MA20,MA60,RSI14,Vol_MA20,MA60_prev5,MA20_prev5,MA20_break_1,MA20_break_2,High_20,成交额估算,Amount_MA20
2022-01-20,13.65,13.67,12.95,13.13,2001942.0,73811608.0,50000000.0,0.04003884,13.664000000000001,13.713,14.019499999999999,15.042499999999999,37.373737268033864,1834846.4,14.976166666666668,14.3275,True,True,15.11,26285498.46,25861695.497
2022-01-21,13.13,13.38,12.95,13.23,871326.0,31890769.0,50000000.0,0.01742652,13.564000000000002,13.681000000000001,13.9255,15.063833333333333,34.87394947726149,1700486.45,14.953499999999998,14.233500000000001,True,True,15.11,11527642.98,23749612.008500002
2022-01-24,13.22,13.23,12.86,13.04,1167930.0,42211033.0,50000000.0,0.0233586,13.376,13.619,13.860500000000002,15.089166666666667,38.42592580139745,1630658.1,14.960166666666668,14.166500000000003,True,True,14.67,15229807.2,22672358.0195
2022-01-25,13.04,13.05,12.49,12.51,1543566.0,54695211.0,50000000.0,0.03087132,13.118,13.503,13.759,15.097499999999998,40.29126199901026,1624402.8,14.986,14.132,True,True,14.67,19310010.66,22424734.008500002
2022-01-26,12.59,13.18,12.59,12.89,1456775.0,52358406.0,50000000.0,0.0291355,12.959999999999999,13.41,13.6835,15.118833333333335,34.39999987157333,1621587.5,15.019166666666667,14.0905,True,True,14.67,18777829.75,22274207.176
2022-01-27,12.76,13.03,12.54,12.56,943342.0,33372845.0,50000000.0,0.01886684,12.846,13.255,13.591,15.115333333333332,36.134453639808854,1604989.3,15.042499999999999,14.019499999999999,True,True,14.67,11848375.52,21947767.979
2022-01-28,12.66,12.88,12.39,12.71,939166.0,33083632.0,50000000.0,0.01878332,12.742,13.153,13.507499999999999,15.093,36.84210512027993,1560208.5,15.063833333333333,13.9255,True,True,14.67,11936799.860000001,21225399.713999998
2022-02-07,12.98,13.02,12.78,12.95,694725.0,24901449.0,50000000.0,0.0138945,12.724,13.05,13.4215,15.051166666666665,40.624999851888006,1473731.95,15.089166666666667,13.860500000000002,True,True,14.67,8996688.75,19897042.3755
2022-02-08,12.91,13.05,12.72,12.99,857078.0,30755545.0,50000000.0,0.01714156,12.819999999999999,12.969,13.369,15.017833333333332,38.87399449216195,1378216.8,15.097499999999998,13.759,True,True,14.11,11133443.22,18511013.074500002
2022-02-09,12.99,13.06,12.8,12.86,1241658.0,44406506.0,50000000.0,0.02483316,12.813999999999998,12.887,13.3465,14.978666666666667,32.49299707145603,1293090.25,15.118833333333335,13.6835,True,True,14.11,15967721.879999999,17350041.389000002
