日期,开盘,最高,最低,收盘,成交量,amount,outstanding_share,turnover,MA5,MA10,MA20,MA60,RSI14,Vol_MA20,MA60_prev5,MA20_prev5,MA20_break_1,MA20_break_2,High_20,成交额估算,Amount_MA20
2021-04-12,5.74,5.9,5.65,5.73,7173610.0,41064403.0,571300000.0,0.01255664274461754,5.728000000000001,5.545,5.412000000000001,5.601500000000001,73.25581276095193,5689890.2,5.6255,5.312,False,False,5.74,41104785.300000004,31165647.6195
2021-04-13,5.73,5.85,5.63,5.71,6365400.0,36250056.0,571300000.0,0.01114195694031157,5.7299999999999995,5.58,5.433,5.593666666666667,78.74999862187502,5793750.2,5.618333333333334,5.327,False,False,5.74,36346434.0,31848740.4195
2021-04-14,5.71,5.73,5.62,5.7,5551400.0,31495506.0,571300000.0,0.009717136355680028,5.722,5.622,5.4545,5.5875,80.76922931952672,5924675.2,5.612666666666668,5.3454999999999995,False,False,5.74,31642980.0,32658070.2695
2021-04-15,5.7,5.94,5.61,5.8,14491698.0,83545548.0,571300000.0,0.025366178890250307,5.734,5.672000000000001,5.475499999999999,5.5885,85.8823515266436,6279670.1,5.6115,5.3665,False,False,5.74,84051848.39999999,34872268.4895
2021-04-16,5.72,5.84,5.64,5.83,10765800.0,61839851.0,571300000.0,0.018844389987747245,5.754,5.725,5.499,5.583166666666666,86.20689516448674,6651510.1,5.610333333333333,5.3875,False,False,5.8,62764614.0,37118327.1895
2021-04-19,5.8,5.95,5.78,5.91,10174686.0,59620973.0,571300000.0,0.017809707684228952,5.79,5.759,5.5295000000000005,5.580333333333333,84.81012507931423,6998264.4,5.601500000000001,5.412000000000001,False,False,5.83,60132394.26,39266452.902499996
2021-04-20,5.86,5.92,5.76,5.88,6968600.0,40694141.0,571300000.0,0.012197794503763347,5.824,5.777,5.557,5.577333333333333,90.54053882761139,7127487.05,5.593666666666667,5.433,False,False,5.91,40975368.0,40146846.127
2021-04-21,5.85,5.88,5.77,5.84,4040400.0,23628373.0,571300000.0,0.007072291265534746,5.851999999999999,5.787000000000001,5.5865,5.569333333333333,85.52631421398891,7190437.05,5.5875,5.4545,False,False,5.91,23595936.0,40596525.427
2021-04-22,5.82,5.88,5.79,5.81,12788500.0,74338817.0,571300000.0,0.02238491160511115,5.854000000000001,5.794,5.6160000000000005,5.5571666666666655,82.27847955455854,7594417.05,5.5885,5.475499999999999,False,False,5.91,74301185.0,43082561.776999995
2021-04-23,5.77,5.8,5.7,5.72,9029190.0,51737864.0,571300000.0,0.015804638543672325,5.832,5.793,5.6425,5.546333333333334,62.29508053748991,7815301.4,5.583166666666666,5.499,False,False,5.91,51646966.8,44468225.0885
2021-04-26,5.73,5.82,5.71,5.81,9727214.0,56069530.0,571300000.0,0.01702645545247681,5.811999999999999,5.801,5.673,5.5365,59.64912134195135,8084173.85,5.580333333333333,5.5295000000000005,False,False,5.91,56515113.339999996,46163041.8555
2021-04-27,5.86,5.92,5.72,5.75,9528900.0,55377345.0,571300000.0,0.01667932784876597,5.786,5.805,5.6925,5.5295,50.84745642056882,8183173.75,5.577333333333333,5.557,False,False,5.91,54791175.0,46879494.869500004
2021-04-28,5.75,5.86,5.72,5.85,5567000.0,32245811.0,571300000.0,0.0097444424995624,5.787999999999999,5.82,5.721,5.527833333333333,57.971013316530126,8270218.55,5.569333333333333,5.5865,False,False,5.91,32566949.999999996,47497750.9135
2021-04-29,5.88,5.96,5.81,5.83,14848535.0,87206414.0,571300000.0,0.0259907841764397,5.792,5.8229999999999995,5.7475000000000005,5.524666666666667,57.142856,8801370.3,5.5571666666666655,5.6160000000000005,False,False,5.91,86566959.05,50706341.366000004
2021-04-30,5.81,5.89,5.75,5.89,6411600.0,37334603.0,571300000.0,0.011222825135655522,5.826,5.829,5.777,5.522166666666666,60.52631467451522,8918579.6,5.546333333333334,5.6425,False,False,5.91,37764324.0,51516692.856
2021-05-06,5.89,5.93,5.85,5.9,7127300.0,41949049.0,571300000.0,0.012475582005951339,5.843999999999999,5.827999999999999,5.7935,5.519833333333334,62.66666549688895,8741934.4,5.5365,5.673,False,False,5.91,42051070.0,50650379.542
2021-05-07,5.9,6.17,5.7,6.14,13950930.0,84226416.0,571300000.0,0.02441962191493086,5.922,5.854,5.8155,5.520666666666667,72.44897855685133,8825813.4,5.5295,5.6925,False,False,5.91,85658710.2,51435410.302
2021-05-10,6.13,6.38,6.07,6.33,10441000.0,65492106.0,571300000.0,0.018275862068965518,6.017999999999999,5.903,5.845000000000001,5.525333333333333,74.76635416193558,8952688.2,5.527833333333333,5.721,False,False,6.14,66091530.0,52471681.154
2021-05-11,6.34,6.44,6.3,6.33,9013700.0,57235104.0,571300000.0,0.0157775249431122,6.118,5.955,5.8745,5.530333333333333,74.03846054178997,9099303.2,5.524666666666667,5.7475000000000005,False,False,6.33,57056721.0,53579155.404
2021-05-12,6.35,6.42,6.3,6.39,10083861.0,64232739.0,571300000.0,0.01765072816383686,6.218,6.022,5.907500000000001,5.542666666666666,73.52941075547868,9202466.2,5.522166666666666,5.777,False,False,6.33,64435871.79,54503046.807
2021-05-13,6.45,6.51,6.38,6.47,8037500.0,51904352.0,571300000.0,0.014068790477857519,6.332,6.087999999999999,5.9445,5.565666666666667,77.57009244300816,9245660.7,5.519833333333334,5.7935,False,False,6.39,52002625.0,55047938.791999996
2021-05-14,6.52,6.53,6.32,6.33,8230400.0,52524395.0,571300000.0,0.014406441449326098,6.37,6.146,5.9755,5.586333333333333,70.94017009131424,9338910.7,5.520666666666667,5.8155,False,False,6.47,52098432.0,55835538.691999994
2021-05-17,6.31,6.36,6.23,6.26,7727102.0,48468544.0,571300000.0,0.013525471731139506,6.356,6.186999999999999,6.0035,5.606999999999999,68.59504052865246,9447695.8,5.525333333333333,5.845000000000001,False,False,6.47,48371658.519999996,56671972.61799999
2021-05-18,6.24,6.36,6.18,6.24,5828800.0,36608717.0,571300000.0,0.010202695606511466,6.337999999999999,6.228,6.0255,5.6273333333333335,72.80701664973846,9014550.9,5.530333333333333,5.8745,False,False,6.47,36371712.0,54287965.798
2021-05-19,6.26,6.29,6.15,6.19,5338513.0,33111151.0,571300000.0,0.009344500262559076,6.298,6.258,6.0435,5.6465,67.272726416529,8743186.55,5.542666666666666,5.907500000000001,False,False,6.47,33045395.470000003,52802004.8715
2021-05-20,6.16,6.43,6.03,6.07,16148114.0,99850148.0,571300000.0,0.028265559250831438,6.218,6.275,6.0515,5.660833333333333,63.79310267835914,9041857.95,5.565666666666667,5.9445,False,False,6.47,98019051.98,54696337.75750001
2021-05-21,6.1,6.36,6.09,6.35,15373992.0,96491000.0,571300000.0,0.026910540871696132,6.2219999999999995,6.296,6.075,5.672833333333333,68.6567157006015,9462127.55,5.586333333333333,5.9755,False,False,6.47,97624849.19999999,57528811.81750001
2021-05-24,6.4,6.46,6.25,6.37,10108400.0,64369979.0,571300000.0,0.017693681078242606,6.244,6.3,6.1015,5.6850000000000005,70.14925299844066,9765527.55,5.606999999999999,6.0035,False,False,6.47,64390508.0,59568540.417500004
2021-05-25,6.37,6.41,6.26,6.34,9509310.0,60100872.0,571300000.0,0.01664503763346753,6.264,6.301,6.127999999999999,5.698833333333334,67.17557180117711,9601568.05,5.6273333333333335,6.0255,False,False,6.47,60289025.4,58867932.4375
2021-05-26,6.39,6.4,6.26,6.29,6345510.0,40098813.0,571300000.0,0.011107141606861545,6.284000000000001,6.291,6.156499999999999,5.712833333333333,64.44444377613169,9467384.05,5.6465,6.0435,False,False,6.47,39913257.9,58281246.99250001
2021-05-27,6.26,6.34,6.15,6.17,6233100.0,38813494.0,571300000.0,0.01091037983546298,6.304,6.261,6.1745,5.724833333333334,51.21951161213566,9292678.35,5.660833333333333,6.0515,False,False,6.47,38458227.0,57378402.6755
2021-05-28,6.1,6.22,6.1,6.14,4624600.0,28451210.0,571300000.0,0.008094871346052862,6.262,6.242,6.194000000000001,5.7355,41.121494789064535,9047463.35,5.672833333333333,6.075,True,False,6.47,28395044.0,56058596.1255
2021-05-31,6.12,6.19,6.04,6.13,5276200.0,32191656.0,571300000.0,0.009235427971293541,6.2139999999999995,6.229,6.208,5.747166666666667,40.740740212620025,9032923.35,5.6850000000000005,6.1015,True,True,6.47,32343106.0,56047403.9255
2021-06-01,6.12,6.2,6.04,6.05,5214649.0,31847566.0,571300000.0,0.00912768948013303,6.156,6.209999999999999,6.218999999999999,5.757499999999999,34.545454105785126,8551229.05,5.698833333333334,6.127999999999999,True,True,6.47,31548626.45,53296487.295499995
2021-06-02,6.06,6.07,5.8,5.81,7171732.0,42328071.0,571300000.0,0.012553355504988623,6.06,6.172,6.215,5.764333333333334,23.80952354497353,8589235.65,5.712833333333333,6.156499999999999,True,True,6.47,41667762.919999994,53491659.2415
2021-06-03,5.82,5.97,5.78,5.79,5971800.0,35209391.0,571300000.0,0.010453001925433223,5.984,6.144,6.2095,5.771666666666666,26.31578915050784,8531460.65,5.724833333333334,6.1745,True,True,6.47,34576722.0,53117941.8415
2021-06-04,5.81,5.85,5.71,5.78,5048217.0,29055555.0,571300000.0,0.008836367932784877,5.912,6.087,6.1915000000000004,5.7780000000000005,27.77777741769549,8086325.0,5.7355,6.194000000000001,True,True,6.47,29178694.26,50293941.04449999
2021-06-07,5.73,6.01,5.73,5.92,7666100.0,45248558.0,571300000.0,0.013418694206196393,5.87,6.042,6.170999999999999,5.787166666666667,36.66666623888888,7947580.0,5.747166666666667,6.208,True,True,6.47,45383312.0,49258530.144499995
2021-06-08,5.91,6.15,5.89,6.09,7258002.0,43871283.0,571300000.0,0.012704361981445825,5.878,6.0169999999999995,6.159,5.8,46.21212072199264,7859795.1,5.757499999999999,6.218999999999999,True,True,6.47,44201232.18,48615755.703499995
2021-06-09,6.1,6.11,5.91,5.99,6191700.0,37235016.0,571300000.0,0.010837913530544372,5.914,5.987,6.139,5.811333333333334,46.923076417751474,7665187.05,5.764333333333334,6.215,True,True,6.47,37088283.0,47248376.264
2021-06-10,5.98,6.59,5.96,6.45,36550183.0,235303718.0,571300000.0,0.06397721512340276,6.046000000000001,6.015,6.138,5.8315,53.378377873447796,9090821.2,5.771666666666666,6.2095,True,True,6.47,235748680.35,56435679.0315
2021-06-11,6.5,6.83,6.25,6.66,46359443.0,305313093.0,571300000.0,0.08114728338876247,6.2219999999999995,6.067,6.1545000000000005,5.854333333333334,58.6826342385887,10997273.35,5.7780000000000005,6.1915000000000004,False,True,6.45,308753890.38,69268451.9505
2021-06-15,6.41,6.59,6.37,6.43,24158121.0,155931526.0,571300000.0,0.04228622615088395,6.324,6.0969999999999995,6.163,5.873666666666667,52.40641671995196,11818824.3,5.787166666666667,6.170999999999999,False,False,6.66,155336718.03,74616704.926
2021-06-16,6.46,6.88,6.3,6.8,34877939.0,229022875.0,571300000.0,0.06105012952914406,6.465999999999999,6.172000000000001,6.191,5.897333333333333,61.643835222368175,13271281.25,5.8,6.159,False,False,6.66,237169985.2,84656618.586
2021-06-17,6.65,6.79,6.41,6.73,29550479.0,195305720.0,571300000.0,0.05172497636968318,6.614,6.264,6.218,5.920166666666666,63.08411173683293,14481879.55,5.811333333333334,6.139,False,False,6.8,198874723.67000002,92948084.996
2021-06-18,6.54,6.63,6.42,6.52,19661005.0,127842502.0,571300000.0,0.034414502012952916,6.628,6.337000000000001,6.240499999999999,5.9405,58.18965482126933,14657524.1,5.8315,6.138,False,False,6.8,128189752.6,94456620.027
2021-06-21,6.47,6.84,6.44,6.61,29305667.0,194854071.0,571300000.0,0.051296458953264484,6.618,6.42,6.2535,5.961833333333333,59.99999965000001,15354107.85,5.854333333333334,6.1545000000000005,False,False,6.8,193710458.87,99260900.5105
2021-06-22,6.56,6.64,6.46,6.53,16732962.0,109343967.0,571300000.0,0.029289273586556974,6.638000000000001,6.481,6.2615,5.9831666666666665,59.99999965000001,15685335.95,5.873666666666667,6.163,False,False,6.8,109266241.86,101504687.2035
2021-06-23,6.52,6.52,6.29,6.4,16807040.0,107068360.0,571300000.0,0.0294189392613338,6.558,6.5120000000000005,6.2645,6.002833333333333,62.88209568543699,16050222.45,5.897333333333333,6.191,False,False,6.8,107565056.0,103868488.7335
2021-06-24,6.4,6.78,6.32,6.67,27040345.0,178993315.0,571300000.0,0.04733125328198845,6.546000000000001,6.58,6.2835,6.027500000000001,67.32283427459855,17084964.2,5.920166666666666,6.218,False,False,6.8,180359101.15,110890780.896
2021-06-25,6.78,6.78,6.31,6.45,24144283.0,156469050.0,571300000.0,0.04226200420094521,6.532000000000001,6.58,6.2975,6.048333333333334,62.1818178652562,17980523.35,5.9405,6.240499999999999,False,False,6.8,155730625.35,116754400.8135
2021-06-28,6.4,7.1,6.35,6.82,28372931.0,190742596.0,571300000.0,0.04966380360581131,6.574000000000001,6.596000000000001,6.3315,6.072666666666667,65.10067083509753,19167939.9,5.961833333333333,6.2535,False,False,6.8,193503389.42000002,125009818.0845
2021-06-29,6.75,7.07,6.7,6.94,29161110.0,202138316.0,571300000.0,0.051043427271136005,6.656000000000001,6.647,6.372,6.100333333333333,64.50511914570933,20362185.4,5.9831666666666665,6.2615,False,False,6.82,202378103.4,133511567.9545
2021-06-30,6.82,6.88,6.57,6.84,25509885.0,171710594.0,571300000.0,0.04465234552774374,6.744,6.651000000000001,6.411500000000001,6.126,64.50511914570932,21376947.2,6.002833333333333,6.2645,False,False,6.94,174487613.4,140658517.302
