日期,开盘,最高,最低,收盘,成交量,amount,outstanding_share,turnover,MA5,MA10,MA20,MA60,RSI14,Vol_MA20,MA60_prev5,MA20_break_1,MA20_break_2,High_20
2021-04-12,8.84,8.86,8.67,8.69,2342001.0,20645289.0,421283600.0,0.005559202874263323,8.825999999999999,8.828999999999999,8.8475,9.263,34.02061806568173,2875526.95,9.406666666666666,False,False,9.0
2021-04-13,8.64,8.67,8.49,8.52,2686268.0,23128357.0,421283600.0,0.006376388731961083,8.76,8.788,8.8385,9.238499999999998,32.038834515976916,2888820.3,9.377,True,False,9.0
2021-04-14,8.54,8.58,8.5,8.56,2133889.0,18350957.0,421283600.0,0.005065207855231013,8.7,8.751,8.827,9.198,32.69230725221895,2871889.75,9.347833333333334,True,True,9.0
2021-04-15,8.52,8.66,8.51,8.61,1884303.0,16289970.0,421283600.0,0.00447276608916179,8.648,8.734,8.809000000000001,9.158666666666667,42.857142197802155,2791221.4,9.316166666666668,True,True,9.0
2021-04-16,8.61,8.75,8.56,8.74,2185951.0,19100972.0,421283600.0,0.005188787315717963,8.623999999999999,8.732,8.8005,9.127,44.08602084171585,2735336.8,9.288666666666668,True,True,9.0
2021-04-19,8.71,8.86,8.68,8.84,2815372.0,25000295.0,421283600.0,0.006682842626677136,8.654,8.74,8.797999999999998,9.093166666666665,45.263157227700844,2688958.05,9.263,True,True,9.0
2021-04-20,8.84,8.89,8.8,8.81,2443178.0,21781538.0,421283600.0,0.0057993665075023095,8.712,8.735999999999999,8.788499999999999,9.056833333333334,43.87755039358604,2645426.95,9.238499999999998,False,True,9.0
2021-04-21,8.8,8.89,8.67,8.84,2701601.0,23968523.0,421283600.0,0.006412784641984639,8.768,8.733999999999998,8.786,9.025833333333335,53.48837122228237,2657416.65,9.198,False,False,8.93
2021-04-22,8.86,8.92,8.78,8.81,1881147.0,16743220.0,421283600.0,0.004465274698564102,8.808,8.728,8.7805,8.987333333333334,52.873562367551926,2607804.0,9.158666666666667,False,False,8.93
2021-04-23,8.81,8.86,8.67,8.73,1922801.0,16897404.0,421283600.0,0.0045641487112244574,8.806000000000001,8.715,8.78,8.946666666666665,48.42105191800558,2584319.05,9.127,False,False,8.93
2021-04-26,8.72,8.85,8.62,8.64,2892625.0,25457642.0,421283600.0,0.00686621791116483,8.766000000000002,8.71,8.769499999999999,8.909333333333333,38.94736784709144,2619820.3,9.093166666666665,True,False,8.93
2021-04-27,8.64,8.89,8.53,8.88,3746997.0,32714565.0,421283600.0,0.008894238940229338,8.780000000000001,8.745999999999999,8.767,8.879666666666667,50.84745702384379,2628160.15,9.056833333333334,True,True,8.93
2021-04-28,8.89,8.89,8.54,8.67,4411560.0,38544055.0,421283600.0,0.010471710743071887,8.745999999999999,8.757000000000001,8.754000000000001,8.860333333333333,42.753622754673415,2616628.15,9.025833333333335,False,True,8.93
2021-04-29,8.67,8.77,8.59,8.63,2903318.0,25345169.0,421283600.0,0.006891599862895208,8.71,8.759,8.746500000000001,8.842833333333333,41.84397121573366,2594534.05,8.987333333333334,True,False,8.88
2021-04-30,8.63,8.66,8.45,8.5,3027023.0,26057658.0,421283600.0,0.007185238162605903,8.664,8.735,8.733500000000001,8.826666666666664,43.06569299056957,2615296.05,8.946666666666665,True,True,8.88
2021-05-06,8.53,8.55,8.43,8.52,2478349.0,21225938.0,421283600.0,0.005882851836625019,8.64,8.703,8.721499999999999,8.813333333333334,49.999999426229515,2624198.25,8.909333333333333,True,True,8.88
2021-05-07,8.49,8.55,8.45,8.5,2431513.0,20809759.0,421283600.0,0.005771677321405343,8.564000000000002,8.672,8.703999999999999,8.800500000000001,47.49999944583331,2616381.35,8.879666666666667,True,True,8.88
2021-05-10,8.5,8.56,8.44,8.54,2031991.0,17443054.0,421283600.0,0.004823332785800349,8.538,8.642,8.688,8.786833333333334,47.05882297577854,2604700.0,8.860333333333333,True,True,8.88
2021-05-11,8.53,8.72,8.52,8.71,3141240.0,27287598.0,421283600.0,0.007456354816565373,8.553999999999998,8.632000000000001,8.68,8.787166666666668,48.780487249653014,2620781.35,8.842833333333333,True,True,8.88
2021-05-12,8.69,8.69,8.6,8.65,2417230.0,21003706.0,421283600.0,0.0057377737941852,8.584,8.623999999999999,8.6695,8.790666666666668,42.016806228373724,2623917.85,8.826666666666664,False,True,8.88
2021-05-13,8.58,8.74,8.57,8.65,2475837.0,21651049.0,421283600.0,0.005876889107480091,8.610000000000001,8.625,8.6675,8.795,43.10344775564804,2630609.65,8.813333333333334,True,False,8.88
2021-05-14,8.67,8.87,8.65,8.85,5423267.0,48028529.0,421283600.0,0.01287319753249355,8.68,8.622,8.684000000000001,8.803833333333333,50.37593931935101,2767459.6,8.800500000000001,True,True,8.88
2021-05-17,8.96,9.05,8.77,8.79,4923543.0,44064989.0,421283600.0,0.011687003719109882,8.73,8.634,8.6955,8.805499999999999,49.26470537521622,2906942.3,8.786833333333334,False,True,8.88
2021-05-18,8.72,9.19,8.7,9.06,8218855.0,74538374.0,421283600.0,0.019509078919758567,8.8,8.677000000000001,8.718,8.8115,60.645160742559824,3223669.9,8.787166666666668,False,False,8.88
2021-05-19,9.02,9.09,8.93,8.99,4771586.0,43267574.0,421283600.0,0.011326303706102018,8.867999999999999,8.726,8.730500000000001,8.815333333333335,61.43790793455506,3352951.65,8.790666666666668,False,False,9.06
2021-05-20,8.96,9.04,8.91,9.0,3149569.0,28497930.0,421283600.0,0.00747612534644121,8.937999999999999,8.774,8.7385,8.8165,54.6153840272189,3369661.5,8.795,False,False,9.06
2021-05-21,9.0,9.04,8.8,8.82,3619801.0,32336887.0,421283600.0,0.008592314061121771,8.931999999999999,8.806000000000001,8.739,8.814,55.9055111947424,3428492.65,8.803833333333333,False,False,9.06
2021-05-24,8.8,8.93,8.79,8.91,2997815.0,26824071.0,421283600.0,0.007115907194108671,8.956,8.843,8.7425,8.810166666666666,60.60605996326902,3443303.35,8.805499999999999,False,False,9.06
2021-05-25,8.91,9.04,8.83,9.0,4646312.0,41913889.0,421283600.0,0.011028941074373652,8.943999999999999,8.872,8.751999999999999,8.809166666666666,69.53124923950195,3581561.6,8.8115,False,False,9.06
2021-05-26,9.17,9.21,8.95,8.99,5305779.0,48355777.0,421283600.0,0.012594316512676972,8.943999999999999,8.906,8.765,8.809499999999998,68.50393625271252,3750710.5,8.815333333333335,False,False,9.06
2021-05-27,8.94,9.04,8.93,8.98,4162302.0,37629552.0,421283600.0,0.009880047549916494,8.940000000000001,8.939,8.782,8.811166666666667,69.04761828042328,3814194.35,8.8165,False,False,9.06
2021-05-28,8.98,9.06,8.89,8.94,4021239.0,36336223.0,421283600.0,0.009545206601918517,8.964,8.948,8.785,8.809500000000002,65.87301514109346,3827906.45,8.814,False,False,9.06
2021-05-31,8.97,9.08,8.95,9.04,4433878.0,40216741.0,421283600.0,0.010524686932982912,8.989999999999998,8.973,8.8035,8.808666666666666,63.865545467127944,3829022.35,8.810166666666666,False,False,9.06
2021-06-01,9.05,9.09,8.97,9.01,3688648.0,33434444.0,421283600.0,0.008755736040994713,8.991999999999999,8.968,8.8225,8.806999999999999,65.517240588585,3868288.85,8.809166666666666,False,False,9.06
2021-06-02,8.99,9.03,8.84,8.88,4140056.0,37199167.0,421283600.0,0.009827242266254846,8.97,8.957,8.8415,8.803166666666666,58.91472804278592,3923940.5,8.809499999999998,False,False,9.06
2021-06-03,8.9,9.02,8.86,8.97,4272300.0,38462604.0,421283600.0,0.010141149572402058,8.968,8.954,8.864,8.800666666666666,55.08474510916408,4013638.05,8.811166666666667,False,False,9.06
