日期,开盘,最高,最低,收盘,成交量,amount,outstanding_share,turnover,MA5,MA10,MA20,MA60,RSI14,Vol_MA20,MA60_prev5,MA20_break_1,MA20_break_2,High_20
2021-04-12,10.72,10.85,10.26,10.3,8326173.0,183497203.0,255233789.0,0.03262175056297111,10.794,10.889,10.952499999999999,12.871833333333335,34.39716294980131,8466562.0,13.216333333333333,True,True,11.64
2021-04-13,10.19,10.41,10.07,10.29,4522688.0,97467084.0,255233789.0,0.017719785525732255,10.633999999999999,10.824,10.885,12.7835,41.99134173684898,8133977.5,13.182166666666667,True,True,11.64
2021-04-14,10.39,10.93,10.33,10.9,10224375.0,229233819.0,255233789.0,0.040058861485616236,10.626,10.812999999999999,10.870999999999999,12.702333333333334,63.19999964608001,8123351.5,13.123666666666667,True,True,11.62
2021-04-15,11.76,11.99,11.48,11.99,22912436.0,570528555.0,255233789.0,0.08977038694512347,10.85,10.909,10.892,12.6505,74.08450675008928,8697678.75,13.054833333333333,False,True,11.62
2021-04-16,12.07,12.56,11.89,12.33,28517963.0,730970082.0,255233789.0,0.1117327102799857,11.162,11.050999999999998,10.9275,12.621500000000001,73.41040432724114,9701722.7,12.969999999999999,False,False,11.99
2021-04-19,12.19,13.56,12.17,13.56,17896869.0,495226929.0,255233789.0,0.07011951305553826,11.814,11.303999999999998,11.051499999999999,12.614833333333333,79.37219706026664,10106155.85,12.871833333333335,False,False,12.33
2021-04-20,13.91,14.71,13.67,14.18,33023062.0,984372754.0,255233789.0,0.1293835825161848,12.592,11.613,11.2015,12.619000000000002,81.63672631877961,11344856.7,12.7835,False,False,13.56
2021-04-21,13.86,14.53,13.86,14.38,23253234.0,696770508.0,255233789.0,0.09110562551731738,13.288,11.957,11.3875,12.636166666666668,82.273602860919,12041796.3,12.702333333333334,False,False,14.18
2021-04-22,14.29,14.66,14.1,14.27,19691308.0,592093567.0,255233789.0,0.07715008297745406,13.744,12.297,11.589,12.640666666666668,82.43243220964204,12628195.0,12.6505,False,False,14.38
2021-04-23,14.13,14.94,14.13,14.47,18362197.0,562111109.0,255233789.0,0.07194265724746969,14.172,12.667,11.7985,12.631333333333334,82.69961955175005,13228612.45,12.621500000000001,False,False,14.38
