日期,开盘,最高,最低,收盘,成交量,amount,outstanding_share,turnover,MA5,MA10,MA20,MA60,RSI14,Vol_MA20,MA60_prev5,MA20_prev5,MA20_break_1,MA20_break_2,High_20,成交额估算,Amount_MA20
2021-04-12,26.08,26.29,23.91,23.92,23036676.0,737824561.0,637443963.0,0.03613913902577818,25.657999999999998,25.595999999999997,25.926,24.679333333333332,30.52721084801182,11486106.35,24.190166666666666,25.6445,False,False,28.5,551037289.9200001,298468715.8415
2021-04-13,23.82,23.98,22.9,23.11,22661936.0,702667928.0,637443963.0,0.035551259899530965,25.022000000000002,25.424,25.877999999999997,24.726333333333333,31.29904093825749,12231722.7,24.298833333333334,25.712,True,False,28.5,523717340.96,315327928.45800006
2021-04-14,23.28,24.66,23.28,24.44,15361413.0,494063214.0,637443963.0,0.024098452399964138,24.836000000000002,25.325,25.857999999999997,24.794,41.30982362902287,12604373.15,24.387833333333333,25.786,True,True,28.5,375432933.72,324277337.376
2021-04-15,24.93,24.94,23.8,24.44,9921693.0,318703634.0,637443963.0,0.015564808164949238,24.496000000000002,25.28,25.811,24.875,45.26218945412415,12621235.6,24.496333333333332,25.884000000000004,True,True,28.5,242486176.92000002,324238986.78599995
2021-04-16,24.54,24.79,23.9,24.72,9389481.0,304107376.0,637443963.0,0.014729892421931996,24.125999999999998,25.168,25.688,24.9645,47.70642195707432,12249150.35,24.615666666666666,25.964499999999997,True,True,28.5,232107970.32,312970803.528
2021-04-19,24.81,24.81,23.93,24.32,8643096.0,279156675.0,637443963.0,0.013558989498187466,24.206,24.932,25.5045,25.0585,47.66269471427336,11737224.05,24.679333333333332,25.926,True,True,28.5,210200094.72,297055978.275
2021-04-20,24.1,24.44,23.51,23.7,14022199.0,440387419.0,637443963.0,0.02199753988414508,24.324,24.673000000000002,25.2645,25.115333333333336,42.08600177591911,11602366.7,24.726333333333333,25.877999999999997,True,True,28.5,332326116.3,289847216.04
2021-04-21,23.88,24.07,23.15,23.25,10946800.0,339174238.0,637443963.0,0.017172960503823925,24.086000000000002,24.461000000000002,25.057,25.1565,42.435424299437635,11573294.45,24.794,25.857999999999997,True,True,27.4,254513100.0,286779175.39
2021-04-22,23.57,23.62,23.19,23.45,5310829.0,164886348.0,637443963.0,0.00833144450063605,23.887999999999998,24.192,24.904,25.204500000000003,38.15659063090264,11280045.75,24.875,25.811,True,True,26.68,124538940.05,278192595.516
2021-04-23,23.49,23.67,22.96,23.28,7009608.0,215630670.0,637443963.0,0.010996430128557041,23.6,23.863,24.794500000000003,25.249666666666666,31.95329082299935,11074301.3,24.9645,25.688,True,True,26.68,163183674.24,272184732.2985
2021-04-26,23.37,23.81,23.0,23.11,8315601.0,257319313.0,637443963.0,0.013045226690773444,23.357999999999997,23.782000000000004,24.689,25.287333333333333,32.71739125456048,10866629.6,25.0585,25.5045,True,True,26.68,192173539.10999998,266069956.11900002
2021-04-27,23.13,23.48,22.83,23.11,6431629.0,196742354.0,637443963.0,0.01008971670188992,23.240000000000002,23.782,24.603,25.331833333333336,36.352656943365055,10286944.8,25.115333333333336,25.2645,True,True,26.68,148634946.19,251123262.44099998
2021-04-28,23.05,23.39,22.75,22.9,8689271.0,264396887.0,637443963.0,0.013631427238099045,23.169999999999998,23.628,24.476499999999998,25.363999999999997,29.015543988831908,10145238.75,25.1565,25.057,True,True,26.68,198984305.89999998,246420484.808
2021-04-29,22.86,22.87,21.92,22.29,16913877.0,497774875.0,637443963.0,0.026533904126094923,22.938,23.413,24.3465,25.350833333333334,22.91139236446081,10583334.5,25.204500000000003,24.904,True,True,26.68,377010318.33,255125884.01549998
2021-04-30,22.52,22.65,21.97,22.01,11117788.0,326993299.0,637443963.0,0.01744120055302806,22.684,23.142000000000003,24.154999999999998,25.328833333333332,32.73056049579965,10758372.65,25.249666666666666,24.794500000000003,True,True,26.68,244702513.88000003,257519813.40949997
2021-05-06,21.84,22.55,21.4,21.97,11033954.0,322274497.0,637443963.0,0.017309684678902513,22.456,22.907,23.9195,25.2955,38.02520997219475,10920086.25,25.287333333333333,24.689,True,True,26.68,242415969.38,259235836.09049997
2021-05-07,22.07,22.27,21.3,21.31,9275244.0,264796822.0,637443963.0,0.014550681374952483,22.096,22.668,23.6705,25.2335,11.73594128012141,11127152.3,25.331833333333336,24.603,True,True,26.57,197655449.64,262370066.78900003
2021-05-10,21.4,21.53,21.02,21.31,9812510.0,276588891.0,637443963.0,0.015393525658034979,21.778,22.473999999999997,23.4675,25.163,11.73594128012141,11189634.8,25.363999999999997,24.476499999999998,True,True,26.57,209104588.1,261963308.284
